"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス","H.伝票番号"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","お通し","00000000443:お通し","","700","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","一品料理","00000000475:ほうれん草胡麻和え","","800","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","一品料理","00000000391:エシャレット","","800","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","一品料理","00000000394:おしんこ盛","","700","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","サラダ","00000000380:トマトじゃこ","","0","2026/04/27 18:59:04","0","30:キャンセル済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","揚げ物","00000001027:うまから揚げ","","1000","2026/04/27 18:59:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","サラダ","00000000382:トマト玉ねぎ","","900","2026/04/27 19:04:04","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/27 19:31:14","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/27 19:31:14","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","果実酒","00000003015:梅酒","","800","2026/04/27 19:31:14","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","お刺身","00000002060:馬刺 赤身","","1400","2026/04/27 19:39:06","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","鰻料理","00000002577:うな重竹","","5800","2026/04/27 19:58:22","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","鰻料理","00000002577:うな重竹","","5800","2026/04/27 19:58:22","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","鰻料理","00000002577:うな重竹","","5800","2026/04/27 19:58:22","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","焼酎グラス","00000002214:しき焼酎(麦)","","800","2026/04/27 19:58:22","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","焼酎グラス","00000002214:しき焼酎(麦)","","800","2026/04/27 19:58:22","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","ドリンク","焼酎グラス","00000002214:しき焼酎(麦)","","800","2026/04/27 19:58:22","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","一品料理","00000003013:鰻ぷりん","","600","2026/04/27 20:46:49","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","一品料理","00000003013:鰻ぷりん","","600","2026/04/27 20:46:49","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 18:59:04","2026/04/27 20:59:42","3","35220","24","フード","一品料理","00000003013:鰻ぷりん","","600","2026/04/27 20:46:49","1","20:配膳済","No:202600200000317"
"2026/04/27","月","2026/04/27 19:23:32","2026/04/27 20:48:27","0","7600","2","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/27 19:23:32","1","20:配膳済","No:202600200000318"
"2026/04/27","月","2026/04/27 19:23:32","2026/04/27 20:48:27","0","7600","2","ウーバーイーツ","海鮮逸品","00000002345:Uberチョレギサラダ","","1900","2026/04/27 19:23:32","1","20:配膳済","No:202600200000318"
"2026/04/28","火","2026/04/28 16:36:37","2026/04/28 18:34:49","0","8100","2","テイクアウト","出前館","00000002580:Uberうな重竹","","7800","2026/04/28 16:36:37","1","20:配膳済","No:202600200000319"
"2026/04/28","火","2026/04/28 16:36:37","2026/04/28 18:34:49","0","8100","2","ウーバーイーツ","鰻料理","00000002226:Uber鰻のタレ","","300","2026/04/28 16:36:37","1","20:配膳済","No:202600200000319"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","ウーバーイーツ","鰻料理","00000002226:Uber鰻のタレ","","300","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","","30","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:08:48","2026/04/28 20:53:12","0","25230","7","テイクアウト","ウーバーイーツ","00000001478:Uberとろろサラダ","","2100","2026/04/28 17:08:48","1","20:配膳済","No:202600200000320"
"2026/04/28","火","2026/04/28 17:24:06","2026/04/28 20:53:20","0","15000","4","テイクアウト","出前館","00000002580:Uberうな重竹","","7800","2026/04/28 17:24:06","1","20:配膳済","No:202600200000321"
"2026/04/28","火","2026/04/28 17:24:06","2026/04/28 20:53:20","0","15000","4","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/28 17:24:06","1","20:配膳済","No:202600200000321"
"2026/04/28","火","2026/04/28 17:24:06","2026/04/28 20:53:20","0","15000","4","テイクアウト","出前館","00000000520:Uber肝焼き","","750","2026/04/28 17:24:06","1","20:配膳済","No:202600200000321"
"2026/04/28","火","2026/04/28 17:24:06","2026/04/28 20:53:20","0","15000","4","テイクアウト","出前館","00000000520:Uber肝焼き","","750","2026/04/28 17:24:06","1","20:配膳済","No:202600200000321"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","お通し","00000000443:お通し","","700","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","お通し","00000000443:お通し","","700","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","お通し","00000000443:お通し","","700","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","お通し","00000000443:お通し","","700","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","お通し","00000000443:お通し","","700","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","お通し","00000000443:お通し","","700","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","鰻料理","00000000357:うなぎ白焼き","","6000","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","鰻料理","00000000637:うなぎ白焼き(ハーフ)","","0","2026/04/28 17:46:53","0","30:キャンセル済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","ふぐ料理","00000000372:ふぐ刺し","","6000","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","ふぐ料理","00000000372:ふぐ刺し","","6000","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","ふぐ料理","00000000374:ふぐぶつ刺","","6000","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","鰻料理","00000000358:う巻","","4500","2026/04/28 17:46:53","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000505:スタッフドリンク","","700","2026/04/28 18:48:54","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","揚げ物","00000003610:太刀魚の春巻き","","1500","2026/04/28 19:15:15","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","フード","鰻料理","00000002576:うな重松","","6900","2026/04/28 19:44:57","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000505:スタッフドリンク","","700","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000446:ドリンクフリー","","2000","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000446:ドリンクフリー","","2000","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000446:ドリンクフリー","","2000","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000446:ドリンクフリー","","2000","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000446:ドリンクフリー","","2000","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000446:ドリンクフリー","","2000","2026/04/28 20:08:28","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:46:53","2026/04/28 20:38:15","6","60030","22","ドリンク","フリー","00000000505:スタッフドリンク","","700","2026/04/28 20:15:31","1","20:配膳済","No:202600200000322"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","お通し","00000000443:お通し","","700","2026/04/28 17:47:15","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","お通し","00000000443:お通し","","700","2026/04/28 17:47:15","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","お通し","00000000443:お通し","","700","2026/04/28 17:47:15","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","一品料理","00000000395:冷やしトマト","","800","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000000637:うなぎ白焼き(ハーフ)","","3600","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000000359:肝焼き","","600","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000000359:肝焼き","","600","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000000359:肝焼き","","600","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","一品料理","00000003530:ふき味噌","","600","2026/04/28 18:05:04","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","ふぐ料理","00000000372:ふぐ刺し","","6000","2026/04/28 18:15:11","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000431:ボトルセット)炭酸","","600","2026/04/28 18:15:11","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000431:ボトルセット)炭酸","","600","2026/04/28 18:15:11","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000429:ボトルセット)氷","","300","2026/04/28 18:15:11","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","ビール","00000000399:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ 小生","","450","2026/04/28 18:18:58","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000431:ボトルセット)炭酸","","600","2026/04/28 18:43:40","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000422:吉四六 ボトル","","6500","2026/04/28 18:58:17","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000429:ボトルセット)氷","","300","2026/04/28 19:33:34","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","ドリンク","焼酎グラス","00000000431:ボトルセット)炭酸","","600","2026/04/28 19:35:20","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000002578:うな重梅","","4200","2026/04/28 19:52:55","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000002578:うな重梅","","4200","2026/04/28 19:52:55","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 17:47:15","2026/04/28 20:47:55","3","42245","24","フード","鰻料理","00000002578:うな重梅","","4200","2026/04/28 19:52:55","1","20:配膳済","No:202600200000323"
"2026/04/28","火","2026/04/28 19:00:15","2026/04/28 19:32:53","1","9210","4","フード","お通し","00000000443:お通し","","700","2026/04/28 19:00:15","1","20:配膳済","No:202600200000324"
"2026/04/28","火","2026/04/28 19:00:15","2026/04/28 19:32:53","1","9210","4","ドリンク","ビール","00000000404:オールフリー","","600","2026/04/28 19:00:15","1","20:配膳済","No:202600200000324"
"2026/04/28","火","2026/04/28 19:00:15","2026/04/28 19:32:53","1","9210","4","フード","一品料理","00000000475:ほうれん草胡麻和え","","800","2026/04/28 19:00:15","1","20:配膳済","No:202600200000324"
"2026/04/28","火","2026/04/28 19:00:15","2026/04/28 19:32:53","1","9210","4","フード","鰻料理","00000002576:うな重松","","6900","2026/04/28 19:00:15","1","20:配膳済","No:202600200000324"
"2026/04/28","火","2026/04/28 20:52:55","2026/04/28 21:07:01","0","4200","1","テイクアウト","ロケットナウ","00000003719:ロケットナウうな重梅","","4200","2026/04/28 20:52:55","1","20:配膳済","No:202600200000325"
"2026/04/29","水","2026/04/29 12:20:33","2026/04/29 13:50:50","0","5700","1","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/29 12:20:33","1","20:配膳済","No:202600200000326"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","鰻料理","00000000358:う巻","","4500","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","一品料理","00000000475:ほうれん草胡麻和え","","800","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","揚げ物","00000001029:たこの唐揚げ","","1000","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","ランチドリンク","00000003116:オレンジジュース","","300","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","ランチドリンク","00000002542:ジンジャーエール","","300","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","ランチ","00000001984:ランチうな重","","5500","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:25:24","2026/04/29 13:23:25","2","16530","7","フード","ランチ","00000001985:ランチうな重ハーフ","","3500","2026/04/29 12:25:24","1","20:配膳済","No:202600200000327"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","テイクアウト","出前館","00000002579:Uberうな重松","","9400","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","テイクアウト","出前館","00000002580:Uberうな重竹","","7800","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","テイクアウト","出前館","00000000520:Uber肝焼き","","750","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","テイクアウト","出前館","00000000520:Uber肝焼き","","750","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","","30","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","","30","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","テイクアウト","ウーバーイーツ","00000001478:Uberとろろサラダ","","2100","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 12:37:41","2026/04/29 13:50:58","0","22960","8","テイクアウト","ウーバーイーツ","00000001478:Uberとろろサラダ","","2100","2026/04/29 12:37:41","1","20:配膳済","No:202600200000328"
"2026/04/29","水","2026/04/29 13:02:46","2026/04/29 13:51:05","0","7830","2","テイクアウト","出前館","00000002580:Uberうな重竹","","7800","2026/04/29 13:02:46","1","20:配膳済","No:202600200000329"
"2026/04/29","水","2026/04/29 13:02:46","2026/04/29 13:51:05","0","7830","2","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","","30","2026/04/29 13:02:46","1","20:配膳済","No:202600200000329"
"2026/04/29","水","2026/04/29 13:21:56","2026/04/29 13:51:14","0","7830","2","テイクアウト","出前館","00000002580:Uberうな重竹","","7800","2026/04/29 13:21:56","1","20:配膳済","No:202600200000330"
"2026/04/29","水","2026/04/29 13:21:56","2026/04/29 13:51:14","0","7830","2","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","","30","2026/04/29 13:21:56","1","20:配膳済","No:202600200000330"
"2026/04/29","水","2026/04/29 14:39:38","2026/04/29 16:52:17","0","7500","2","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","2026/04/29 14:39:38","1","20:配膳済","No:202600200000331"
"2026/04/29","水","2026/04/29 14:39:38","2026/04/29 16:52:17","0","7500","2","テイクアウト","ウーバーイーツ","00000001479:Uberトマトじゃこ","","1800","2026/04/29 14:39:38","1","20:配膳済","No:202600200000331"
"2026/04/29","水","2026/04/29 17:29:12","2026/04/29 20:57:19","0","19400","6","テイクアウト","ロケットナウ","00000003718:ロケットナウうな重竹","","5800","2026/04/29 17:29:12","1","20:配膳済","No:202600200000332"
