2026/03/02 09:29 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","おすすめ","00000004208:白子ポン酢","","1210","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","おすすめ","00000003593:鰻ヒレ串","","330","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","おすすめ","00000003593:鰻ヒレ串","","330","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","サラダ","00000003260:トマト玉ねぎ","","1000","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","おすすめ","00000002645:海鮮パクチー春巻2本","","800","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","日本酒","00000002262:貴","","1100","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","1","2026/02/16 17:46:27","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","1","2026/02/16 18:07:15","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","日本酒","00000002262:貴","","1100","1","2026/02/16 18:07:40","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","鰻料理","00000002558:肝焼き","","600","1","2026/02/16 18:10:53","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","鰻料理","00000002558:肝焼き","","600","1","2026/02/16 18:10:53","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","1","2026/02/16 18:25:13","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","フード","サラダ","00000001075:チョレギサラダ","","1100","1","2026/02/16 18:36:00","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","日本酒","00000002262:貴","","1100","1","2026/02/16 19:00:06","20:配膳済"
"2026/02/16","月","2026/02/16 17:33:23","2026/02/16 20:03:00","2","14860","19","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","1","2026/02/16 19:00:06","20:配膳済"
"2026/02/16","月","2026/02/16 17:37:04","2026/02/16 17:41:54","0","4180","3","ウーバーイーツ","鰻料理","00000004189:梅肝重30％オフ","","3430","1","2026/02/16 17:37:04","20:配膳済"
"2026/02/16","月","2026/02/16 17:37:04","2026/02/16 17:41:54","0","4180","3","ウーバーイーツ","鰻料理","00000004090:uber肝焼き","","750","1","2026/02/16 17:37:04","20:配膳済"
"2026/02/16","月","2026/02/16 17:37:04","2026/02/16 17:41:54","0","4180","3","ウーバーイーツ","鰻料理","00000004091:uber肝焼きプロモーション","","0","1","2026/02/16 17:37:04","20:配膳済"
"2026/02/16","月","2026/02/16 17:37:19","2026/02/16 17:42:07","0","1200","1","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","","1200","1","2026/02/16 17:37:19","20:配膳済"
"2026/02/16","月","2026/02/16 17:43:10","2026/02/16 20:38:38","6","48000","6","コース","コース","00000004205:歓送迎会コース飲み放題","","8000","1","2026/02/16 17:43:10","20:配膳済"
"2026/02/16","月","2026/02/16 17:43:10","2026/02/16 20:38:38","6","48000","6","コース","コース","00000004205:歓送迎会コース飲み放題","","8000","1","2026/02/16 17:43:10","20:配膳済"
"2026/02/16","月","2026/02/16 17:43:10","2026/02/16 20:38:38","6","48000","6","コース","コース","00000004205:歓送迎会コース飲み放題","","8000","1","2026/02/16 17:43:10","20:配膳済"
"2026/02/16","月","2026/02/16 17:43:10","2026/02/16 20:38:38","6","48000","6","コース","コース","00000004205:歓送迎会コース飲み放題","","8000","1","2026/02/16 17:43:10","20:配膳済"
"2026/02/16","月","2026/02/16 17:43:10","2026/02/16 20:38:38","6","48000","6","コース","コース","00000004205:歓送迎会コース飲み放題","","8000","1","2026/02/16 17:43:10","20:配膳済"
"2026/02/16","月","2026/02/16 17:43:10","2026/02/16 20:38:38","6","48000","6","コース","コース","00000004205:歓送迎会コース飲み放題","","8000","1","2026/02/16 17:43:10","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","お通し","00000004006:お通し","","660","1","2026/02/16 17:44:06","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","お通し","00000004006:お通し","","660","1","2026/02/16 17:44:06","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","一品料理","00000000299:なすのお新香","","500","1","2026/02/16 20:05:16","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000004245:アンコウ唐揚げ","","770","1","2026/02/16 20:05:16","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000003771:ハラミ焼き","","1500","1","2026/02/16 20:05:16","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","コース","コース","00000004214:単品飲み放題","","2200","1","2026/02/16 20:09:05","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","コース","コース","00000004214:単品飲み放題","","2200","1","2026/02/16 20:09:05","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000003593:鰻ヒレ串","","330","1","2026/02/16 20:15:43","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000003593:鰻ヒレ串","","330","1","2026/02/16 20:15:43","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000002646:とり天2カン","","550","1","2026/02/16 20:15:43","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","サラダ","00000003261:トマトじゃこ","","1100","1","2026/02/16 20:29:17","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","揚げ物","00000000130:メヒカリの唐揚げ","","1100","1","2026/02/16 20:33:24","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000003209:フライドポテト","明太マヨx1","440","1","2026/02/16 20:33:24","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","焼き物","00000000066:ぎんだら焼","","1800","1","2026/02/16 20:44:33","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000002648:うなぷりん","","660","1","2026/02/16 21:02:46","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","フード","おすすめ","00000000163:穴子天ぷら","","1100","1","2026/02/16 21:02:46","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","ドリンク","サワー","00000000032:ウーロンハイ","普通x1","660","1","2026/02/16 21:20:18","20:配膳済"
"2026/02/16","月","2026/02/16 17:44:06","2026/02/16 21:36:41","2","17330","18","ドリンク","サワー","00000000150:梅干しサワー","普通x1","770","1","2026/02/16 21:20:18","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/02/16 18:19:20","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/02/16 18:19:20","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","1","2026/02/16 18:19:20","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","1","2026/02/16 18:19:20","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","鰻料理","00000002558:肝焼き","","600","1","2026/02/16 18:19:20","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","鰻料理","00000002558:肝焼き","","600","1","2026/02/16 18:19:20","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","ドリンク","日本酒","00000000109:八海山","","880","1","2026/02/16 18:22:28","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","ドリンク","日本酒","00000000109:八海山","","880","1","2026/02/16 18:22:28","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","ドリンク","日本酒","00000000109:八海山","","880","1","2026/02/16 18:50:36","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","ドリンク","日本酒","00000000109:八海山","","880","1","2026/02/16 18:50:36","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","一品料理","00000000082:マグロ山かけ","","1200","1","2026/02/16 18:52:42","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","お通し","00000004006:お通し","","660","1","2026/02/16 19:20:18","20:配膳済"
"2026/02/16","月","2026/02/16 18:19:20","2026/02/16 19:22:02","2","17180","13","フード","お通し","00000004006:お通し","","660","1","2026/02/16 19:20:18","20:配膳済"
"2026/02/16","月","2026/02/16 19:11:23","2026/02/16 20:45:51","0","1200","1","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","","1200","1","2026/02/16 19:11:23","20:配膳済"
"2026/02/16","月","2026/02/16 19:20:07","2026/02/16 20:46:02","0","4400","1","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","","4400","1","2026/02/16 19:20:07","20:配膳済"
"2026/02/16","月","2026/02/16 20:06:11","2026/02/16 20:46:12","0","6300","2","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","","4400","1","2026/02/16 20:06:11","20:配膳済"
"2026/02/16","月","2026/02/16 20:06:11","2026/02/16 20:46:12","0","6300","2","ウーバーイーツ","サラダ","00000004096:uber大和芋のとろろサラダ","","1900","1","2026/02/16 20:06:11","20:配膳済"
"2026/02/16","月","2026/02/16 20:12:38","2026/02/16 20:46:23","0","1200","1","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","おろしソースx1 / 並盛x1","1200","1","2026/02/16 20:12:38","20:配膳済"
"2026/02/16","月","2026/02/16 20:34:47","2026/02/16 20:46:34","0","9810","4","ウーバーイーツ","鰻料理","00000004189:梅肝重30％オフ","","3430","1","2026/02/16 20:34:47","20:配膳済"
"2026/02/16","月","2026/02/16 20:34:47","2026/02/16 20:46:34","0","9810","4","ウーバーイーツ","鰻料理","00000004189:梅肝重30％オフ","","3430","1","2026/02/16 20:34:47","20:配膳済"
"2026/02/16","月","2026/02/16 20:34:47","2026/02/16 20:46:34","0","9810","4","ウーバーイーツ","サラダ","00000004096:uber大和芋のとろろサラダ","","1900","1","2026/02/16 20:34:47","20:配膳済"
"2026/02/16","月","2026/02/16 20:34:47","2026/02/16 20:46:34","0","9810","4","ウーバーイーツ","揚げ物","00000004191:唐揚げ30％オフ","","1050","1","2026/02/16 20:34:47","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","鰻料理","00000004189:梅肝重30％オフ","","3430","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","鰻料理","00000004189:梅肝重30％オフ","","3430","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","鰻料理","00000004090:uber肝焼き","","750","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","鰻料理","00000004090:uber肝焼き","","750","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","鰻料理","00000004091:uber肝焼きプロモーション","","0","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","鰻料理","00000004091:uber肝焼きプロモーション","","0","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","揚げ物","00000004191:唐揚げ30％オフ","","1050","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:01:58","2026/02/16 21:38:29","0","10460","8","ウーバーイーツ","揚げ物","00000004191:唐揚げ30％オフ","","1050","1","2026/02/16 21:01:58","20:配膳済"
"2026/02/16","月","2026/02/16 21:25:17","2026/02/16 21:38:38","0","3430","1","ウーバーイーツ","鰻料理","00000004189:梅肝重30％オフ","","3430","1","2026/02/16 21:25:24","20:配膳済"
"2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:30:11","2","5500","2","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/02/17 11:30:30","20:配膳済"
"2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:30:11","2","5500","2","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/02/17 11:30:30","20:配膳済"
"2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:29:46","2","2750","1","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/02/17 11:30:30","20:配膳済"
"2026/02/17","火","2026/02/17 11:30:30","2026/02/17 12:30:11","2","2750","1","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/02/17 11:30:30","20:配膳済"
"2026/02/17","火","2026/02/17 11:38:33","2026/02/17 11:39:37","1","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","0","0","2026/02/17 11:38:33","30:キャンセル済"
