"利用日","利用店名・商品名","利用者","支払方法","利用金額","支払手数料","支払総額","9月支払金額","10月繰越残高","新規サイン"
"2025/08/26","GRAB* A-89O8JMSWXB2N利用国VN","本人","1回払い","60","0","60","60","0","*"
"","現地利用額　　　　　１０４００．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/26","GOOGLE GOOGLE ONE","本人","1回払い","2900","0","2900","2900","0","*"
"2025/08/25","GRAB* A-89LDRWJWW3W4利用国VN","本人","1回払い","600","0","600","600","0","*"
"","現地利用額　　　　１０２９６０．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/25","GRAB* A-89LDRWJWW3W4利用国VN","本人","1回払い","91","0","91","91","0","*"
"","現地利用額　　　　　１５６００．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/25","GRAB* A-89LJTROWWWDV利用国VN","本人","1回払い","55","0","55","55","0","*"
"","現地利用額　　　　　　９３６０．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/25","GRAB* A-89LJTROWWWDV利用国VN","本人","1回払い","879","0","879","879","0","*"
"","現地利用額　　　　１５０８００．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/24","NOTION LABS, INC.利用国US","本人","1回払い","3732","0","3732","3732","0","*"
"","現地利用額　　　　　　　　２４．２００変換レート　１５４．２１５円","","","","","","","",""
"2025/08/22","GRAB* A-8984G47WWKMI利用国VN","本人","1回払い","568","0","568","568","0","*"
"","現地利用額　　　　　９７７６０．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/22","GRAB* A-8984G47WWKMI利用国VN","本人","1回払い","54","0","54","54","0","*"
"","現地利用額　　　　　　９３６０．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/22","GRAB* A-898LVDXWXBEL利用国VN","本人","1回払い","495","0","495","495","0","*"
"","現地利用額　　　　　８５２８０．０００変換レート　　　０．００６円","","","","","","","",""
"2025/08/22","ﾅﾘﾀｺｸｻｲｸｳｺｳﾀ-ﾐﾅﾙ","本人","1回払い","5160","0","5160","5160","0","*"
"2025/08/22","ﾌﾞﾙ-ｽｶｲﾅﾘﾀｸｳｺｳｷﾕ","本人","1回払い","1410","0","1410","1410","0","*"
"2025/08/22","PAYPAL *GIGAGOTRAVE利用国SG","本人","1回払い","1685","0","1685","1685","0","*"
"","現地利用額　　　　　　１６８５．０００変換レート　　　１．０００円","","","","","","","",""
"2025/08/21","ﾌﾞｯｷﾝｸﾞ･ﾄﾞｯﾄｺﾑ･ｼﾞ","本人","1回払い","6185","0","6185","6185","0","*"
"2025/08/21","ｾﾘｱ ｻｸﾗｽﾄﾂｶﾃﾝ","本人","1回払い","883","0","883","883","0","*"
"2025/08/20","CURSOR, AI POWERED I利用国US","本人","1回払い","3071","0","3071","3071","0","*"
"","現地利用額　　　　　　　　２０．０００変換レート　１５３．５５０円","","","","","","","",""
"2025/08/20","ﾍﾟｲﾍﾟｲ*ﾛｲﾔﾙﾎｰﾑｾﾝﾀ","本人","1回払い","1790","0","1790","1790","0","*"
"2025/08/19","CLAUDE.AI SUBSCRIPTI利用国US","本人","1回払い","15338","0","15338","15338","0","*"
"","現地利用額　　　　　　　１００．０００変換レート　１５３．３８０円","","","","","","","",""
"2025/08/19","ZOOM.COM 888-799-966利用国US","本人","1回払い","2804","0","2804","2804","0","*"
"","現地利用額　　　　　　２８０４．０００変換レート　　　１．０００円","","","","","","","",""
"2025/08/19","ﾍﾟｲﾍﾟｲ*ﾗｲﾗｲﾃｲ","本人","1回払い","1040","0","1040","1040","0","*"
"2025/08/19","PAYPAL *ONEDIGICORP利用国SG","本人","1回払い","12026","0","12026","12026","0","*"
"","現地利用額　　　　　１２０２６．０００変換レート　　　１．０００円","","","","","","","",""
"2025/08/18","ﾔﾌ-ｶﾝﾀﾝｹｯｻｲ","本人","1回払い","60520","0","60520","60520","0","*"
"2025/08/18","モノタロウ","本人","1回払い","4286","0","4286","4286","0","*"
"2025/08/18","AMAZON.CO.JP","本人","1回払い","1387","0","1387","1387","0","*"
"2025/08/18","ﾀﾞｲｿ-","本人","1回払い","2860","0","2860","2860","0","*"
"2025/08/17","ﾍﾟｲﾍﾟｲ*ﾛｲﾔﾙﾎｰﾑｾﾝﾀ","本人","1回払い","1677","0","1677","1677","0","*"
"2025/08/16","ﾏｸﾄﾞﾅﾙﾄﾞﾓﾊﾞｲﾙｵ-ﾀﾞ","本人","1回払い","710","0","710","710","0","*"
"2025/08/16","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","10000","0","10000","10000","0","*"
"2025/08/16","楽天証券投信積立０．５％～","本人","1回払い","48133","0","48133","48133","0","*"
"2025/08/15","ｶﾂﾔ ﾄﾂｶﾊﾗｼﾞﾕｸ","本人","1回払い","858","0","858","858","0","*"
"2025/08/13","モノタロウ","本人","1回払い","1430","0","1430","1430","0","*"
"2025/08/10","CURSOR USAGE  JUL利用国US","本人","1回払い","3586","0","3586","3586","0","*"
"","現地利用額　　　　　　　　２３．３９０変換レート　１５３．３１４円","","","","","","","",""
"2025/08/10","AMAZON DOWNLOADS","本人","1回払い","564","0","564","564","0","*"
"2025/08/10","ﾊﾞ-ｶﾞ-ｷﾝｸﾞ","本人","1回払い","1020","0","1020","1020","0","*"
"2025/08/10","ｼｷ","本人","1回払い","4150","0","4150","4150","0","*"
"2025/08/10","ﾏｲﾊﾞｽｹﾂﾄ","本人","1回払い","96","0","96","96","0","*"
"2025/08/09","ﾓﾊﾞｲﾙｽｲｶ","本人","1回払い","10000","0","10000","10000","0","*"
"2025/08/09","ｶﾄｳﾀｸｼｰ","本人","1回払い","2600","0","2600","2600","0","*"
"2025/08/09","ｺｶｺ-ﾗｼﾞﾊﾝｷｸｲﾂｸﾍﾟ","本人","1回払い","150","0","150","150","0","*"
"2025/08/09","ｺｸﾐﾝ","本人","1回払い","360","0","360","360","0","*"
"2025/08/09","ｴｷﾕ-ﾄｼﾅｶﾞﾜｴｽ","本人","1回払い","303","0","303","303","0","*"
"2025/08/08","ﾍﾟｲﾍﾟｲ*ﾛｲﾔﾙﾎｰﾑｾﾝﾀ","本人","1回払い","2779","0","2779","2779","0","*"
"2025/08/08","AMAZON.CO.JP","本人","1回払い","999","0","999","999","0","*"
"2025/08/07","AMAZON.CO.JP","本人","1回払い","2960","0","2960","2960","0","*"
"2025/08/07","ﾄﾞﾝｷﾎ-ﾃ ﾄﾂｶﾊﾗｼﾞﾕ","本人","1回払い","1002","0","1002","1002","0","*"
"2025/08/06","AMAZON.CO.JP","本人","1回払い","296","0","296","296","0","*"
"2025/08/05","AMAZON.CO.JP","本人","1回払い","2480","0","2480","2480","0","*"
"2025/08/05","AMAZON.CO.JP","本人","1回払い","1208","0","1208","1208","0","*"
"2025/08/05","AMAZON.CO.JP","本人","1回払い","2480","0","2480","2480","0","*"
"2025/08/05","ﾏﾈ-ﾌｵﾜ-ﾄﾞｸﾗｳﾄﾞ","本人","1回払い","1408","0","1408","1408","0","*"
"2025/08/05","楽天ブロードバンド","本人","1回払い","4271","0","4271","4271","0","*"
"2025/08/04","ｼﾖﾂﾌﾟｻｲﾄｳﾘｱｹﾞ","本人","1回払い","23903","0","23903","23903","0","*"
"2025/08/03","Ｓｕｉｃａ（携帯決済）","本人","1回払い","5000","0","5000","5000","0","*"
"2025/08/02","OPENAI *CHATGPT SUBS利用国US","本人","1回払い","34412","0","34412","34412","0","*"
"","現地利用額　　　　　　　２２０．０００変換レート　１５６．４１９円","","","","","","","",""
"2025/08/02","AQUA VOICE利用国US","本人","1回払い","1563","0","1563","1563","0","*"
"","現地利用額　　　　　　　　　９．９９０変換レート　１５６．４５７円","","","","","","","",""
"2025/08/02","ﾋﾞﾂｸｶﾒﾗ","本人","1回払い","163596","0","163596","163596","0","*"
"2025/08/02","ﾊﾞｸﾞ-ｽｼﾝｼﾞﾕｸﾃﾝ","本人","1回払い","2660","0","2660","2660","0","*"
"2025/08/01","ﾜﾝﾊﾞﾝｸ","本人","1回払い","85000","0","85000","85000","0","*"
"2025/08/01","ＧＬＡＮＳＩＴ　ＡＫＩＨＡＢＡ","本人","1回払い","4000","0","4000","4000","0","*"
"2025/07/31","ﾀｲﾑｽﾞｶ-","本人","1回払い","880","0","880","880","0","*"
