予約受付日,ステータス,予約経路,AIR店舗ID,店舗コード,店舗名,来店日,開始時間,終了時間,コース名,コース金額,利用ポイント,人数,ネット予約フラグ,テーブル,予約依頼番号,発行ポイント,要望,メモ,キーワード,スマート支払い利用有無,決済確定金額
20250627 16:42:41,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250719,1900,2030,お席のみのご予約,,,4,HPG即,B4,SCL318034,200,,,,,
20250627 20:56:43,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250704,1830,2030,お席のみのご予約,,,3,HPG即,A1,SCL352178,150,,,,,
20250628 07:11:57,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1900,2030,お席のみのご予約,,,4,HPG即,B4,SCL378147,200,,,,,
20250629 16:26:42,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250701,1900,2100,,,,10,,"A3, A4, A5",,,,"ポックンパコース
チーダ
サム半々
",,,
20250629 21:52:07,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250704,1830,2030,『各種120分飲み放題付』生サムギョプサルのスタンダードコース!!3980円,4378,,6,HPG即,"A3, A4",SCL553507,300,,,,,
20250629 21:52:36,来店待ち,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250704,1915,2045,,,,2,,A5,,,,,,,
20250701 08:49:20,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1900,2030,,,,2,,B1,,,,,,,
20250701 18:21:54,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250701,1820,1950,,,,2,,B4,,,,,,,
20250701 19:05:23,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250701,1905,2035,,,,2,,B3,,,,,,,
20250701 19:08:58,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250701,1905,2035,,,,2,,B2,,,,,,,
20250701 19:28:40,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250731,1700,1830,お席のみのご予約,,,2,HPG即,A5,SCL721256,100,,,,,
20250701 21:57:36,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1800,1930,お席のみのご予約,,,2,HPG即,A5,SCL740631,100,,,,,
20250702 16:59:21,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1655,1825,,,,2,,A5,,,,,,,
20250702 17:42:55,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1750,1920,,,,2,,A3,,,,,,,
20250702 17:48:18,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1750,1920,,,,2,,A1,,,,,,,
20250702 18:09:47,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1805,1935,,,,2,,B3,,,,,,,
20250702 18:19:06,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1815,1945,,,,1,,B2,,,,,,,
20250702 18:58:23,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1800,1930,お席のみのご予約,,,4,HPG即,B4,SCL817380,200,,,,,
20250702 19:16:36,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250702,1915,2045,,,,2,,A5,,,,,,,
20250702 19:43:07,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1700,1830,お席のみのご予約,,,3,HPG即,B3,SCL824199,150,,,,,
20250702 20:36:07,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250719,1930,2100,お席のみのご予約,,,2,HPG即,A1,SCL830938,100,,,,,
20250703 07:38:42,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1800,1930,お席のみのご予約,,,3,HPG即,A3,SCL859588,150,,,,,
20250703 08:31:34,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1900,2030,お席のみのご予約,,,3,HPG即,B1,SCL863607,150,,,,,
20250703 12:05:26,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,2015,2145,,,,5,,"B1, B2",,,,,,,
20250703 12:07:47,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250703,1210,1340,,,,2,,A3,,,,,,,
20250703 17:19:56,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250703,1925,2055,,,,2,,A3,,,,,,,
20250703 18:10:18,顧客キャンセル,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250703,1900,2030,お席のみのご予約,,,2,HPDS即,D個室1,SCL910705,,,,,,
20250703 18:23:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250703,1820,1950,,,,1,,A4,,,,,,,
20250703 19:33:04,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250703,1930,2100,,,,2,,A1,,,,,,,
20250703 19:53:45,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250703,1950,2120,,,,2,,A5,,,,,,,
20250703 20:16:51,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250718,1830,2000,お席のみのご予約,,,2,HPDS即,B3,SCL928902,,,,,,
20250704 07:21:59,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1130,1300,お席のみのご予約,,,2,HPG即,A5,SCL962871,20,,,,スマート支払い(決済完了),5133
20250704 10:02:57,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250704,1130,1300,お席のみのご予約,,,2,HPG即,A5,SCL971764,20,,,,,
20250704 17:08:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250704,1705,1835,,,,2,,A5,,,,,,,
20250705 07:34:33,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250708,1800,1930,お席のみのご予約,,,3,HPG即,A3,SCM072768,150,,,,,
20250705 11:06:46,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1200,1330,お席のみのご予約,,2700,2,HPG即,A5,SCM088383,20,,,,,
20250705 11:10:20,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1110,1240,,,,2,,A3,,,,,,,
20250705 11:36:48,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1140,1310,,,,2,,A1,,,,,,,
20250705 12:04:05,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1205,1335,,,,2,,A3,,,,,,,
20250705 12:15:00,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1215,1345,,,,4,,B4,,,,,,,
20250705 12:18:46,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1225,1355,,,,2,,B3,,,,,,,
20250705 13:09:49,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1325,1455,,,,2,,A1,,,,,,,
20250705 14:57:21,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1455,1625,,,,2,,A5,,,,,,,
20250705 17:22:43,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1900,2030,,,,3,,D個室1,,,,萌,,,
20250705 17:30:16,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1730,1900,,,,2,,B2,,,,,,,
20250705 17:51:15,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1750,1920,,,,2,,A4,,,,,,,
20250705 18:10:39,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1810,1940,,,,2,,B1,,,,,,,
20250705 18:52:32,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,1850,2020,,,,2,,A1,,,,,,,
20250705 19:12:00,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,2025,2155,,,,3,,A5,,,,,,,
20250705 20:01:34,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,2000,2130,,,,2,,A4,,,,,,,
20250705 20:04:57,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,2045,2215,,,,2,,D個室1,,,,"萌
",,,
20250705 20:48:36,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250705,2045,2215,,,,2,,B3,,,,,,,
20250706 01:40:11,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1830,2000,お席のみのご予約,,,3,HPG即,B1,SCM174066,150,,,,,
20250706 08:32:40,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1830,2000,お席のみのご予約,,,2,HPG即,A1,SCM179525,100,,,,スマート支払い(決済完了),7460
20250706 11:26:25,退店,電話,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1200,1330,,,,2,,A3,,,,,,,
20250706 11:37:08,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1140,1310,,,,3,,A1,,,,,,,
20250706 12:00:45,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1200,1330,,,,1,,A4,,,,,,,
20250706 12:07:34,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1210,1340,,,,2,,B4,,,,,,,
20250706 12:47:26,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1800,1930,お席のみのご予約,,,2,HPG即,B3,SCM199471,100,,,,,
20250706 13:05:59,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1310,1440,,,,3,,A1,,,,,,,
20250706 13:33:27,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1330,1500,,,,2,,A3,,,,,,,
20250706 13:51:05,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1350,1520,,,,2,,A5,,,,,,,
20250706 15:35:48,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1535,1705,,,,3,,A5,,,,,,,
20250706 15:41:20,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1540,1710,,,,3,,A3,,,,,,,
20250706 16:10:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1615,1745,,,,2,,A1,,,,,,,
20250706 17:09:24,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1705,1835,,,,2,,A5,,,,,,,
20250706 17:30:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1730,1900,,,,6,,"B1, B2",,,,,,,
20250706 17:51:26,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1750,1920,,,,3,,B4,,,,,,,
20250706 17:53:01,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,2015,2145,,,,3,,B1,,,,,,,
20250706 18:18:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1815,1945,,,,4,,D個室1,,,,,,,
20250706 19:09:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1905,2035,,,,2,,A5,,,,,,,
20250706 19:43:30,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,1940,2110,,,,2,,A3,,,,,,,
20250706 20:42:44,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250706,2040,2210,,,,3,,A3,,,,,,,
20250706 21:07:44,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1800,2000,『各種120分飲み放題付』大人気のチュクミサムギョプサルのスタンダードコース!!4500円,4950,,6,HPG即,"A3, A4",SCM251305,300,,,,,
20250707 09:46:12,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1930,2100,お席のみのご予約,,,3,HPG即,B3,SCM276135,150,,,,,
20250708 06:31:25,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1700,1830,お席のみのご予約,,,3,HPG即,A1,SCM359714,150,,,,,
20250708 18:43:31,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250708,1840,2010,,,,6,,B1,,,,,,,
20250708 19:05:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250708,1905,2035,,,,3,,A1,,,,,,,
20250708 19:36:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250708,1935,2105,,,,3,,A5,,,,,,,
20250708 20:11:03,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250708,2010,2140,,,,1,,B3,,,,,,,
20250708 20:20:32,無断キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,1930,2100,お席のみのご予約,,,2,HPG即,B3,SCM426985,0,,,,,
20250708 20:51:10,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250724,1130,1300,お席のみのご予約,,,4,HPG即,A3,SCM431650,40,,,,,
20250709 12:51:54,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250709,1300,1430,,,,3,,A5,,,,,,,
20250709 18:07:14,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250709,1805,1935,,,,2,,B4,,,,,,,
20250709 18:16:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250709,1815,1945,,,,2,,A5,,,,,,,
20250709 18:17:37,退店,電話,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250709,1900,2030,,,,2,,A3,,,,,,,
20250709 18:54:16,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250709,1850,2020,,,,2,,A1,,,,,,,
20250709 19:04:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250709,1900,2030,,,,2,,B1,,,,,,,
20250710 12:11:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,1210,1340,,,,1,,A1,,,,,,,
20250710 16:49:59,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,1825,1955,,,,2,,A5,,,,,,,
20250710 17:32:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,1730,1900,,,,2,,A3,,,,,,,
20250710 17:36:28,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1230,1400,お席のみのご予約,,1000,2,HPG即,A4,SCM598035,0,,,,,
20250710 17:43:35,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250718,1230,1400,お席のみのご予約,,1000,2,HPG即,A1,SCM600344,20,,,,,
20250710 19:25:08,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,1945,2115,,,,2,,B4,,,,"萌
",,,
20250710 19:54:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,1950,2120,,,,2,,A1,,,,,,,
20250710 20:42:27,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,2040,2210,,,,1,,A3,,,,,,,
20250710 20:52:49,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250710,2050,2220,,,,4,,A5,,,,,,,
20250710 21:06:39,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250718,1800,2000,,,,6,,"A3, A4",,,,萌,,,
20250711 11:37:27,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1300,1430,お席のみのご予約,,300,2,HPG即,A5,SCM671819,0,,,,,
20250711 12:56:51,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250726,1800,1930,お席のみのご予約,,,5,HPDS即,D個室1,SCM680522,,,,,,
20250711 12:58:28,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1310,1440,,,,1,,A3,,,,,,,
20250711 17:03:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1700,1830,,,,2,,A5,,,,,,,
20250711 17:09:29,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1705,1835,,,,5,,A3,,,,,,,
20250711 17:09:40,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1705,1835,,,,2,,B1,,,,,,,
20250711 17:10:06,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1710,1840,,,,1,,B4,,,,,,,
20250711 17:27:28,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1725,1855,,,,1,,B2,,,,,,,
20250711 17:36:20,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1800,1930,お席のみのご予約,,,2,HPG即,A1,SCM707007,100,,,,,
20250711 17:56:28,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1930,2100,お席のみのご予約,,100,2,HPG即,A5,SCM710083,100,,,,,
20250711 18:04:40,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250713,1700,1900,,,,6,,"A3, A4",,,,,,,
20250711 18:42:48,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1930,2100,,,,5,,D個室1,,,,,,,
20250711 18:44:47,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,2035,2205,,,,2,,B2,,,,,,,
20250711 18:46:07,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1915,2045,,,,2,,B2,,,,,,,
20250711 18:52:47,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250713,1830,2000,,,,2,,A1,,,,萌,,,
20250711 18:58:35,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,1925,2055,,,,3,,A1,,,,,,,
20250711 19:32:24,顧客キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,2100,2230,,,,2,,B4,,,,,,,
20250711 20:12:29,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250719,1700,1830,,,,4,,A3,,,,,,,
20250711 20:13:28,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250711,2010,2140,,,,2,,B4,,,,,,,
20250711 21:27:44,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1130,1300,お席のみのご予約,,,6,HPG即,"A3, A4",SCM738840,60,,,,,
20250712 09:55:45,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250726,1200,1330,お席のみのご予約,,,3,HPG即,A5,SCM769116,30,,,,,
20250712 10:01:35,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1130,1300,お席のみのご予約,,,2,HPDS即,A5,SCM769397,,,,,,
20250712 11:41:33,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1140,1310,,,,2,,B3,,,,,,,
20250712 12:05:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1205,1335,,,,2,,A1,,,,,,,
20250712 12:49:35,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1330,1500,お席のみのご予約,,,3,HPG即,A3,SCM785492,30,,,,,
20250712 13:53:04,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1350,1520,,,,2,,A5,,,,,,,
20250712 14:06:36,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1415,1545,,,,2,,A1,,,,,,,
20250712 15:00:39,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1500,1630,,,,3,,B3,,,,,,,
20250712 15:02:39,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1505,1635,,,,4,,B4,,,,,,,
20250712 15:34:06,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1915,2045,,,,5,,D個室1,,,,個室希望l,,,
20250712 18:03:07,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1800,1930,,,,2,,B2,,,,,,,
20250712 18:04:56,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1830,2000,お席のみのご予約,,,2,HPG即,A1,SCM822480,100,,,,,
20250712 19:06:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,1925,2055,,,,1,,B2,,,,,,,
20250712 19:22:57,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20250712,2000,2130,お席のみのご予約,,,2,HPG即,B3,SCM833380,100,,,,,
