2026/04/20 09:16 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"2026/04/13","月","2026/04/13 11:56:15","2026/04/13 12:10:24","1","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","並盛x1","1200","2026/04/13 11:56:15","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:05:20","2026/04/13 12:29:07","1","1680","3","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/13 12:05:20","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:05:20","2026/04/13 12:29:07","1","1680","3","ランチ","サイドメニュー","00000004041:生卵","","150","2026/04/13 12:05:20","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:05:20","2026/04/13 12:29:07","1","1680","3","ランチ","サイドメニュー","00000004044:サラダ","","330","2026/04/13 12:05:20","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:08:23","2026/04/13 12:29:46","1","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/13 12:08:50","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:21:33","2026/04/13 13:08:39","3","3500","3","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/13 12:22:21","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:21:33","2026/04/13 13:08:39","3","3500","3","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/13 12:22:21","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:21:33","2026/04/13 13:08:39","3","3500","3","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/13 12:26:15","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:56","5","6000","5","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:56","5","6000","5","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:56","5","6000","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:56","5","6000","5","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:56","5","6000","5","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:31:19","5","1200","1","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:04","5","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:18","5","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:37","5","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:33:09","2026/04/13 13:32:56","5","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/13 12:35:05","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:39:16","2026/04/13 13:23:46","4","6600","4","ランチ","ランチ","00000004030:お刺身定食","並盛x1","1800","2026/04/13 12:39:16","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:39:16","2026/04/13 13:23:46","4","6600","4","ランチ","ランチ","00000004028:しょうが焼き定食","少なめx1","1200","2026/04/13 12:39:16","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:39:16","2026/04/13 13:23:46","4","6600","4","ランチ","ランチ","00000004029:カキフライ定食","大盛りx1","1800","2026/04/13 12:39:16","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:39:16","2026/04/13 13:23:46","4","6600","4","ランチ","ランチ","00000004031:とんかつ定食","大盛りx1","1800","2026/04/13 12:39:16","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:43:46","2026/04/13 13:21:04","4","5000","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/13 12:45:40","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:43:46","2026/04/13 13:21:04","4","5000","4","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","2026/04/13 12:45:40","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:43:46","2026/04/13 13:21:04","4","5000","4","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","2026/04/13 12:45:40","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:43:46","2026/04/13 13:21:04","4","5000","4","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","2026/04/13 12:45:40","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:49:26","2026/04/13 13:48:29","4","12100","5","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","2026/04/13 12:49:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:49:26","2026/04/13 13:48:29","4","12100","5","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","2026/04/13 12:49:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:49:26","2026/04/13 13:48:29","4","12100","5","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","2026/04/13 12:49:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:49:26","2026/04/13 13:48:29","4","12100","5","フード","サラダ","00000001075:チョレギサラダ","","1100","2026/04/13 12:49:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 12:49:26","2026/04/13 13:48:29","4","12100","5","ランチ","ランチ","00000003820:鰻玉丼定食","少なめx1","2750","2026/04/13 12:49:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 13:17:26","2026/04/13 13:38:47","1","1680","3","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/13 13:17:41","1","20:配膳済"
"2026/04/13","月","2026/04/13 13:17:26","2026/04/13 13:38:47","1","1680","3","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/13 13:17:41","1","20:配膳済"
"2026/04/13","月","2026/04/13 13:17:26","2026/04/13 13:38:47","1","1680","3","ランチ","サイドメニュー","00000004044:サラダ","","330","2026/04/13 13:17:41","1","20:配膳済"
"2026/04/13","月","2026/04/13 13:18:01","2026/04/13 13:54:14","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","2026/04/13 13:18:47","1","20:配膳済"
"2026/04/13","月","2026/04/13 13:20:23","2026/04/13 13:46:44","1","1800","1","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","2026/04/13 13:21:20","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","お通し","00000004006:お通し","","660","2026/04/13 17:18:51","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","お通し","00000004006:お通し","","660","2026/04/13 17:18:51","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","お通し","00000004006:お通し","","660","2026/04/13 17:18:51","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","お通し","00000004006:お通し","","660","2026/04/13 17:18:51","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/13 17:18:51","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/13 17:20:12","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","2026/04/13 17:34:13","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","一品料理","00000000082:マグロ山かけ","","1200","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","一品料理","00000000300:きゅうりのお新香","","500","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","揚げ物","00000000192:タコの唐揚げ","","1100","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","焼き物","00000000066:ぎんだら焼","","1800","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","サラダ","00000001075:チョレギサラダ","","1100","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/13 17:40:26","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","鰻料理","00000002557:う巻 上","","3000","2026/04/13 18:06:45","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/13 18:10:53","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","2026/04/13 18:11:06","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","2026/04/13 18:11:06","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/13 18:14:49","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","2026/04/13 18:23:07","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","2026/04/13 18:23:07","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/13 18:23:07","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","鰻料理","00000002555:うな重 梅","少なめx1","4200","2026/04/13 19:14:35","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","鰻料理","00000002555:うな重 梅","少なめx1","4200","2026/04/13 19:14:35","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","鰻料理","00000002555:うな重 梅","少なめx1","4200","2026/04/13 19:14:35","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/13 19:14:35","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/13 19:14:58","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","2026/04/13 19:14:58","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","2026/04/13 19:14:58","1","20:配膳済"
"2026/04/13","月","2026/04/13 17:18:51","2026/04/13 19:58:39","4","39910","30","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/13 19:16:46","1","20:配膳済"
"2026/04/13","月","2026/04/13 18:12:13","2026/04/13 19:13:33","0","2100","2","ウーバーイーツ","お弁当","00000004072:uber生姜焼き弁当","","1900","2026/04/13 18:12:13","1","20:配膳済"
"2026/04/13","月","2026/04/13 18:12:13","2026/04/13 19:13:33","0","2100","2","ウーバーイーツ","鰻料理","00000004092:uber大盛り","","200","2026/04/13 18:12:13","1","20:配膳済"
"2026/04/13","月","2026/04/13 19:01:52","2026/04/13 19:13:44","0","2400","2","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","","1200","2026/04/13 19:01:52","1","20:配膳済"
"2026/04/13","月","2026/04/13 19:01:52","2026/04/13 19:13:44","0","2400","2","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","天つゆx1 / 並盛x1","1200","2026/04/13 19:01:52","1","20:配膳済"
"2026/04/13","月","2026/04/13 19:02:19","2026/04/13 19:13:55","0","1800","2","ロケットナウ","お弁当","00000004222:ロケットホッケ焼き弁当","","1600","2026/04/13 19:02:19","1","20:配膳済"
"2026/04/13","月","2026/04/13 19:02:19","2026/04/13 19:13:55","0","1800","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","","200","2026/04/13 19:02:19","1","20:配膳済"
"2026/04/13","月","2026/04/13 20:04:46","2026/04/13 20:32:54","0","1200","1","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","天つゆx1 / 並盛x1","1200","2026/04/13 20:04:46","1","20:配膳済"
"2026/04/13","月","2026/04/13 21:01:34","2026/04/13 21:02:33","0","6700","2","ウーバーイーツ","鰻料理","00000004085:uberうな重竹","","6500","2026/04/13 21:01:34","1","20:配膳済"
"2026/04/13","月","2026/04/13 21:01:34","2026/04/13 21:02:33","0","6700","2","ウーバーイーツ","鰻料理","00000004092:uber大盛り","","200","2026/04/13 21:01:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:31:53","2026/04/14 11:54:30","1","1200","1","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/14 11:32:25","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:54","3","4770","4","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","2026/04/14 11:33:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:54","3","4770","4","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","2026/04/14 11:33:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:54","3","4770","4","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","2026/04/14 11:33:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:54","3","4770","4","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/14 11:33:56","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:17:44","3","1800","1","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","2026/04/14 11:33:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:24","3","1100","1","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","2026/04/14 11:33:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:54","3","1870","2","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","2026/04/14 11:33:34","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:32:02","2026/04/14 12:18:54","3","1870","2","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/14 11:33:56","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:43:41","2026/04/14 12:01:58","1","1200","1","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/14 11:44:00","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:49:30","2026/04/14 12:13:05","2","2700","2","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","2026/04/14 11:50:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:49:30","2026/04/14 12:13:05","2","2700","2","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/14 11:50:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:52:50","2026/04/14 12:19:59","1","1200","1","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/14 11:52:50","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:53:50","2026/04/14 12:16:14","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/14 11:54:08","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:53:50","2026/04/14 12:16:14","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/14 11:54:08","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","2026/04/14 12:00:43","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 並盛x1","1100","2026/04/14 12:00:43","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/14 12:00:43","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ランチ","サイドメニュー","00000004045:トロロ","","330","2026/04/14 12:00:43","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ドリンク","ビール","00000000013:黒ラベル 瓶","","900","2026/04/14 12:02:32","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/14 12:05:05","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:00:43","2026/04/14 12:49:09","2","4730","7","ドリンク","ビール","00000000013:黒ラベル 瓶","","900","2026/04/14 12:13:13","1","20:配膳済"
"2026/04/14","火","2026/04/14 12:53:21","2026/04/14 13:12:44","1","1800","1","ランチ","ランチ","00000004030:お刺身定食","少なめx1","1800","2026/04/14 12:54:04","1","20:配膳済"
"2026/04/14","火","2026/04/14 13:23:05","2026/04/14 13:39:12","0","1500","1","ロケットナウ","お弁当","00000003685:ロケットチキン南蛮弁当","","1500","2026/04/14 13:23:05","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:06:41","2026/04/14 20:06:10","8","64000","8","フード","コース","00000004409:鰻贅沢コース飲み放題","","8000","2026/04/14 17:06:41","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:07:03","2026/04/14 20:18:12","2","22000","2","コース","コース","00000002618:麻布しきコース飲み放題","","11000","2026/04/14 17:07:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 17:07:03","2026/04/14 20:18:12","2","22000","2","コース","コース","00000002618:麻布しきコース飲み放題","","11000","2026/04/14 17:07:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 19:12:03","2026/04/14 20:58:52","0","12000","5","ウーバーイーツ","サラダ","00000004098:uberシーザー風サラダ","","2800","2026/04/14 19:12:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 19:12:03","2026/04/14 20:58:52","0","12000","5","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","","4400","2026/04/14 19:12:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 19:12:03","2026/04/14 20:58:52","0","12000","5","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","","4400","2026/04/14 19:12:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 19:12:03","2026/04/14 20:58:52","0","12000","5","ウーバーイーツ","鰻料理","00000004092:uber大盛り","","200","2026/04/14 19:12:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 19:12:03","2026/04/14 20:58:52","0","12000","5","ウーバーイーツ","鰻料理","00000004092:uber大盛り","","200","2026/04/14 19:12:03","1","20:配膳済"
"2026/04/14","火","2026/04/14 20:58:09","2026/04/14 20:59:01","0","1200","1","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","明太マヨx1 / 並盛x1","1200","2026/04/14 20:58:09","1","20:配膳済"
"2026/04/14","火","2026/04/14 11:53:50","2026/04/14 12:16:14","-2","-2400","-2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","-1200","2026/04/14 11:54:08","-1","20:配膳済"
"2026/04/14","火","2026/04/14 11:53:50","2026/04/14 12:16:14","-2","-2400","-2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","-1200","2026/04/14 11:54:08","-1","20:配膳済"
"2026/04/14","火","2026/04/14 21:09:05","2026/04/14 21:09:26","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/14 21:09:05","1","20:配膳済"
"2026/04/14","火","2026/04/14 21:09:05","2026/04/14 21:09:26","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/14 21:09:05","1","20:配膳済"
"2026/04/15","水","2026/04/15 11:32:49","2026/04/15 11:57:40","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","2026/04/15 11:33:12","1","20:配膳済"
"2026/04/15","水","2026/04/15 11:33:54","2026/04/15 11:53:34","1","1100","1","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 大盛りx1","1100","2026/04/15 11:35:37","1","20:配膳済"
"2026/04/15","水","2026/04/15 11:34:12","2026/04/15 13:50:29","0","15400","2","ウーバーイーツ","鰻料理","00000004084:uberうな重松","","7700","2026/04/15 11:34:12","1","20:配膳済"
"2026/04/15","水","2026/04/15 11:34:12","2026/04/15 13:50:29","0","15400","2","ウーバーイーツ","鰻料理","00000004084:uberうな重松","","7700","2026/04/15 11:34:12","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:00:13","2026/04/15 12:21:47","1","1100","1","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 大盛りx1","1100","2026/04/15 12:00:30","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:01:33","2026/04/15 12:23:19","1","1680","3","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/15 12:01:52","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:01:33","2026/04/15 12:23:19","1","1680","3","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/15 12:01:52","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:01:33","2026/04/15 12:23:19","1","1680","3","ランチ","サイドメニュー","00000004044:サラダ","","330","2026/04/15 12:01:52","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:09:43","2026/04/15 12:48:25","3","12100","3","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/15 12:09:43","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:09:43","2026/04/15 12:48:25","3","12100","3","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","2026/04/15 12:09:43","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:09:43","2026/04/15 12:48:25","3","12100","3","ランチ","ランチ","00000002567:うな重 梅 定食","並盛x1","3300","2026/04/15 12:09:43","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:32:53","2026/04/15 13:07:35","1","1350","2","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/15 12:32:53","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:32:53","2026/04/15 13:07:35","1","1350","2","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/15 12:32:53","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:36:23","2026/04/15 13:05:44","2","2300","2","ランチ","ランチ","00000001786:サバ定食","少なめx1","1200","2026/04/15 12:39:05","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:36:23","2026/04/15 13:05:44","2","2300","2","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 並盛x1","1100","2026/04/15 12:38:42","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:36:23","2026/04/15 13:04:57","2","1200","1","ランチ","ランチ","00000001786:サバ定食","少なめx1","1200","2026/04/15 12:39:05","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:36:23","2026/04/15 13:05:44","2","1100","1","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 並盛x1","1100","2026/04/15 12:38:42","1","20:配膳済"
"2026/04/15","水","2026/04/15 12:53:58","2026/04/15 13:18:46","1","1350","2","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/15 12:53:58","1","20:配膳済"
