2026/03/09 11:57 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"2026/03/02","月","2026/03/02 12:42:59","2026/03/02 13:15:52","4","4700","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/03/02 12:43:45","20:配膳済"
"2026/03/02","月","2026/03/02 12:42:59","2026/03/02 13:15:52","4","4700","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/03/02 12:43:45","20:配膳済"
"2026/03/02","月","2026/03/02 12:42:59","2026/03/02 13:15:52","4","4700","4","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","1","2026/03/02 12:43:45","20:配膳済"
"2026/03/02","月","2026/03/02 12:44:09","2026/03/02 13:16:44","1","1680","3","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","1","2026/03/02 12:44:09","20:配膳済"
"2026/03/02","月","2026/03/02 12:44:09","2026/03/02 13:16:44","1","1680","3","ランチ","サイドメニュー","00000004041:生卵","","150","1","2026/03/02 12:44:09","20:配膳済"
"2026/03/02","月","2026/03/02 12:44:09","2026/03/02 13:16:44","1","1680","3","ランチ","サイドメニュー","00000004044:サラダ","","330","1","2026/03/02 12:44:09","20:配膳済"
"2026/03/02","月","2026/03/02 12:45:08","2026/03/02 13:12:26","1","1800","1","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","1","2026/03/02 12:45:08","20:配膳済"
"2026/03/02","月","2026/03/02 12:49:48","2026/03/02 13:13:36","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/03/02 12:50:20","20:配膳済"
"2026/03/02","月","2026/03/02 13:02:03","2026/03/02 13:30:35","2","3200","3","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 少なめx1","1100","1","2026/03/02 13:04:14","20:配膳済"
"2026/03/02","月","2026/03/02 13:02:03","2026/03/02 13:30:35","2","3200","3","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","1","2026/03/02 13:04:14","20:配膳済"
"2026/03/02","月","2026/03/02 13:02:03","2026/03/02 13:30:35","2","3200","3","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/03/02 13:04:14","20:配膳済"
"2026/03/02","月","2026/03/02 13:27:04","2026/03/02 13:44:15","1","1800","1","ランチ","ランチ","00000002463:海鮮丼","並盛x1","1800","1","2026/03/02 13:27:04","20:配膳済"
"2026/03/02","月","2026/03/02 13:39:33","2026/03/02 14:03:35","0","6500","2","ウーバーイーツ","鰻料理","00000004085:uberうな重竹","","6500","1","2026/03/02 13:39:33","20:配膳済"
"2026/03/02","月","2026/03/02 13:39:33","2026/03/02 14:03:35","0","6500","2","ウーバーイーツ","鰻料理","00000004093:uber骨せんべいプロモーション","","0","1","2026/03/02 13:39:33","20:配膳済"
"2026/03/02","月","2026/03/02 17:43:34","2026/03/02 20:48:55","0","1400","2","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","","1200","1","2026/03/02 17:43:34","20:配膳済"
"2026/03/02","月","2026/03/02 17:43:34","2026/03/02 20:48:55","0","1400","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","","200","1","2026/03/02 17:43:34","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","お通し","00000004006:お通し","","660","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","お通し","00000004006:お通し","","660","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","お通し","00000004006:お通し","","660","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","おすすめ","00000000163:穴子天ぷら","","1100","1","2026/03/02 17:58:54","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","鰻料理","00000000288:ﾊｰﾌうなぎ白焼き","","3600","1","2026/03/02 18:03:24","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","鰻料理","00000002557:う巻 上","","3000","1","2026/03/02 18:03:24","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","日本酒","00000004260:裏男山","","1430","1","2026/03/02 18:53:21","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","日本酒","00000004260:裏男山","","1430","1","2026/03/02 18:53:21","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","日本酒","00000002262:貴","","1100","1","2026/03/02 18:53:21","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","日本酒","00000002262:貴","","1100","1","2026/03/02 18:53:21","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","揚げ物","00000000192:タコの唐揚げ","","1100","1","2026/03/02 19:06:24","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","一品料理","00000000300:きゅうりのお新香","","500","1","2026/03/02 19:07:43","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","1","2026/03/02 19:53:35","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","1","2026/03/02 19:53:35","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","1","2026/03/02 19:53:35","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","揚げ物","00000000130:メヒカリの唐揚げ","","1100","1","2026/03/02 20:11:48","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","日本酒","00000000109:八海山","","880","1","2026/03/02 20:12:04","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","日本酒","00000000109:八海山","","880","1","2026/03/02 20:12:04","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","1","2026/03/02 20:47:53","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","1","2026/03/02 20:47:53","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","おすすめ","00000004208:白子ポン酢","","1210","1","2026/03/02 21:38:46","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","おすすめ","00000004219:あん肝ポン酢","","1210","1","2026/03/02 21:38:46","20:配膳済"
"2026/03/02","月","2026/03/02 17:56:44","2026/03/02 21:42:27","3","29780","26","フード","フリー","00000000104:フードフリー1","","2000","1","2026/03/02 21:38:46","20:配膳済"
"2026/03/02","月","2026/03/02 18:07:32","2026/03/02 20:49:06","0","7900","2","ウーバーイーツ","鰻料理","00000004085:uberうな重竹","","6500","1","2026/03/02 18:07:32","20:配膳済"
"2026/03/02","月","2026/03/02 18:07:32","2026/03/02 20:49:06","0","7900","2","ウーバーイーツ","一品料理","00000004109:uberトマト玉ねぎ","","1400","1","2026/03/02 18:07:32","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","お通し","00000004006:お通し","","660","1","2026/03/02 19:03:30","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","お通し","00000004006:お通し","","660","1","2026/03/02 19:03:30","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","ドリンク","ウイスキー","00000002192:白州","ロックx1","1430","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","ドリンク","ビール","00000000014:オールフリー","","600","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","焼き物","00000000066:ぎんだら焼","","1800","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","サラダ","00000001078:シーザー風サラダ　ハーフ","","1100","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","フード","揚げ物","00000000069:若鳥のうまから揚げ","","1100","1","2026/03/02 19:06:15","20:配膳済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","0","0","2026/03/02 19:53:19","30:キャンセル済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","0","0","2026/03/02 19:53:19","30:キャンセル済"
"2026/03/02","月","2026/03/02 19:03:30","2026/03/02 20:06:36","2","15750","9","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","0","0","2026/03/02 19:53:19","30:キャンセル済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","フード","お通し","00000004006:お通し","","660","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","フード","お通し","00000004006:お通し","","660","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","フード","お通し","00000004006:お通し","","660","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","フード","焼き物","00000000067:縞ホッケ焼","","1400","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","フード","揚げ物","00000001081:チキン南蛮","","1300","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","日本酒","00000000124:あつかん","","660","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","日本酒","00000000124:あつかん","","660","1","2026/03/02 19:44:35","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","日本酒","00000000124:あつかん","","660","1","2026/03/02 20:48:14","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","日本酒","00000000124:あつかん","","660","1","2026/03/02 20:48:14","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 20:48:31","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 20:48:31","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 20:48:31","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 20:48:31","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 20:48:31","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 21:36:54","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 21:36:54","20:配膳済"
"2026/03/02","月","2026/03/02 19:44:35","2026/03/02 21:41:15","3","12600","17","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","1","2026/03/02 21:36:54","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","フード","お通し","00000004006:お通し","","660","1","2026/03/02 20:03:10","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","フード","お通し","00000004006:お通し","","660","1","2026/03/02 20:03:10","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","1","2026/03/02 20:07:43","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","1","2026/03/02 20:07:43","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","フード","鰻料理","00000002557:う巻 上","","3000","1","2026/03/02 20:07:43","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","フード","鰻料理","00000002554:うな重 竹","並盛x1","5800","1","2026/03/02 20:07:43","20:配膳済"
"2026/03/02","月","2026/03/02 20:03:10","2026/03/02 21:36:08","2","12420","7","ドリンク","ウイスキー","00000003245:角ハイボール","普通x1","700","1","2026/03/02 20:48:02","20:配膳済"
"2026/03/02","月","2026/03/02 20:28:40","2026/03/02 20:49:17","0","1200","1","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","","1200","1","2026/03/02 20:28:40","20:配膳済"
"2026/03/02","月","2026/03/02 20:55:34","2026/03/02 22:06:32","0","1200","1","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","天つゆx1 / 並盛x1","1200","1","2026/03/02 20:55:34","20:配膳済"
"2026/03/03","火","2026/03/03 11:35:39","2026/03/03 11:36:15","0","11600","2","TO/出前","鰻料理","00000004052:TO)うな重 竹","","5800","1","2026/03/03 11:35:39","20:配膳済"
"2026/03/03","火","2026/03/03 11:35:39","2026/03/03 11:36:15","0","11600","2","TO/出前","鰻料理","00000004052:TO)うな重 竹","","5800","1","2026/03/03 11:35:39","20:配膳済"
"2026/03/03","火","2026/03/03 11:41:05","2026/03/03 12:15:49","2","4250","4","ランチ","ランチ","00000003135:チキン南蛮定食","少なめx1","1200","1","2026/03/03 11:41:05","20:配膳済"
"2026/03/03","火","2026/03/03 11:41:05","2026/03/03 12:15:49","2","4250","4","ランチ","ランチ単品","00000004039:ランチ蒲焼ハーフ","","2500","1","2026/03/03 11:41:05","20:配膳済"
"2026/03/03","火","2026/03/03 11:41:05","2026/03/03 12:15:49","2","4250","4","フード","一品料理","00000000144:ライス","","220","1","2026/03/03 12:05:14","20:配膳済"
"2026/03/03","火","2026/03/03 11:41:05","2026/03/03 12:15:49","2","4250","4","フード","一品料理","00000000145:味噌汁","","330","1","2026/03/03 12:05:14","20:配膳済"
"2026/03/03","火","2026/03/03 11:41:09","2026/03/03 12:10:23","1","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","少なめx1","1200","1","2026/03/03 11:41:47","20:配膳済"
"2026/03/03","火","2026/03/03 11:45:14","2026/03/03 12:25:10","1","7590","5","ランチ","ランチ","00000002566:うな重 竹 定食","少なめx1","4400","1","2026/03/03 11:45:14","20:配膳済"
"2026/03/03","火","2026/03/03 11:45:14","2026/03/03 12:25:10","1","7590","5","ランチ","ランチ単品","00000004040:ランチ肝吸いへ変更","","220","1","2026/03/03 11:45:14","20:配膳済"
"2026/03/03","火","2026/03/03 11:45:14","2026/03/03 12:25:10","1","7590","5","フード","お刺身","00000001072:お刺身盛合せ","三点1人前x1","1320","1","2026/03/03 11:45:14","20:配膳済"
"2026/03/03","火","2026/03/03 11:45:14","2026/03/03 12:25:10","1","7590","5","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/03/03 11:45:14","20:配膳済"
"2026/03/03","火","2026/03/03 11:45:14","2026/03/03 12:25:10","1","7590","5","ドリンク","日本酒","00000000109:八海山","","880","1","2026/03/03 12:02:25","20:配膳済"
"2026/03/03","火","2026/03/03 11:56:36","2026/03/03 12:18:22","3","3600","3","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","1","2026/03/03 11:57:10","20:配膳済"
"2026/03/03","火","2026/03/03 11:56:36","2026/03/03 12:18:22","3","3600","3","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/03/03 11:57:10","20:配膳済"
"2026/03/03","火","2026/03/03 11:56:36","2026/03/03 12:18:22","3","3600","3","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/03/03 11:57:10","20:配膳済"
"2026/03/03","火","2026/03/03 12:00:54","2026/03/03 13:15:15","2","8800","2","ランチ","ランチ","00000002566:うな重 竹 定食","大盛りx1","4400","1","2026/03/03 12:00:54","20:配膳済"
"2026/03/03","火","2026/03/03 12:00:54","2026/03/03 13:15:15","2","8800","2","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","1","2026/03/03 12:00:54","20:配膳済"
"2026/03/03","火","2026/03/03 12:00:54","2026/03/03 13:15:03","2","4400","1","ランチ","ランチ","00000002566:うな重 竹 定食","大盛りx1","4400","1","2026/03/03 12:00:54","20:配膳済"
"2026/03/03","火","2026/03/03 12:00:54","2026/03/03 13:15:15","2","4400","1","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","1","2026/03/03 12:00:54","20:配膳済"
"2026/03/03","火","2026/03/03 12:05:50","2026/03/03 12:24:46","1","1100","1","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 大盛りx1","1100","1","2026/03/03 12:06:27","20:配膳済"
"2026/03/03","火","2026/03/03 12:31:43","2026/03/03 13:14:15","4","16500","4","ランチ","ランチ","00000002567:うな重 梅 定食","並盛x1","3300","1","2026/03/03 12:31:43","20:配膳済"
"2026/03/03","火","2026/03/03 12:31:43","2026/03/03 13:14:15","4","16500","4","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","1","2026/03/03 12:31:43","20:配膳済"
"2026/03/03","火","2026/03/03 12:31:43","2026/03/03 13:14:15","4","16500","4","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","1","2026/03/03 12:31:43","20:配膳済"
"2026/03/03","火","2026/03/03 12:31:43","2026/03/03 13:14:15","4","16500","4","ランチ","ランチ","00000002566:うな重 竹 定食","大盛りx1","4400","1","2026/03/03 12:31:43","20:配膳済"
"2026/03/03","火","2026/03/03 13:35:34","2026/03/03 17:15:04","1","1500","1","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","1","2026/03/03 13:35:34","20:配膳済"
"2026/03/03","火","2026/03/03 17:10:27","2026/03/03 20:26:12","0","4400","1","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","","4400","1","2026/03/03 17:10:27","20:配膳済"
"2026/03/03","火","2026/03/03 17:51:17","2026/03/03 20:26:20","0","20100","9","ウーバーイーツ","鰻料理","00000004085:uberうな重竹","","6500","1","2026/03/03 17:51:17","20:配膳済"
"2026/03/03","火","2026/03/03 17:51:17","2026/03/03 20:26:20","0","20100","9","ウーバーイーツ","鰻料理","00000004085:uberうな重竹","","6500","1","2026/03/03 17:51:17","20:配膳済"
"2026/03/03","火","2026/03/03 17:51:17","2026/03/03 20:26:20","0","20100","9","ウーバーイーツ","一品料理","00000004108:uberトマトじゃこ","","1500","1","2026/03/03 17:51:17","20:配膳済"
