取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260518204722000,2026/05/18,21:25:48,2700,2700,245,0,2700,245,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,00:38:26,"5","橋本",C6C7C032CC56461C9EA7F3020322B9F3,"その他","tablecharge",600,1,"新規"
RB0120260518204722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6C7C032CC56461C9EA7F3020322B9F3,"STANDARD COCKTAIL","チャイナブルー",1200,1,
RB0120260518204722000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6C7C032CC56461C9EA7F3020322B9F3,"BAR SNACKS ","ビーツのフムス",900,1,
RB0120260518192949000,2026/05/18,22:01:41,15800,15800,1436,0,15800,1436,0,15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,02:31:52,"E","橋本",5024B69D22E34E7E92AF686021718834,"その他","tablecharge",600,1,""
RB0120260518192949000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024B69D22E34E7E92AF686021718834,"未設定","7000円飲み放題付（3時間制）",7000,2,
RB0120260518192949000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024B69D22E34E7E92AF686021718834,"STANDARD COCKTAIL","レモンジンフィズ",1200,1,
RB0120260518204918000,2026/05/18,22:04:48,10600,10600,963,0,10600,963,11000,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,2,6,01:15:30,"D","橋本",A8B72FFF1001434891E23599FC24EBF9,"その他","tablecharge",600,2,"新規"
RB0120260518204918000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B72FFF1001434891E23599FC24EBF9,"ジャパニーズウイスキー","イチローズモルト リミテッドエディション",2500,3,
RB0120260518204918000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B72FFF1001434891E23599FC24EBF9,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260518222051000,2026/05/18,22:49:49,4140,4600,376,0,4140,376,0,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,-460,0,-460,2,5,00:28:57,"6, 7","橋本",A383F4A8ADFC490A98CF4A39EC1C01E7,"未設定","No charge",0,2,"両角君"
RB0120260518222051000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A383F4A8ADFC490A98CF4A39EC1C01E7,"ジャパニーズカクテル","本わさびジンソニック",1800,1,
RB0120260518222051000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A383F4A8ADFC490A98CF4A39EC1C01E7,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260518222051000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A383F4A8ADFC490A98CF4A39EC1C01E7,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260518221100000,2026/05/18,22:50:33,4300,4300,390,0,4300,390,5300,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1,4,00:39:33,"A","橋本",5AC9DABD9F7F468AB4BA83D3FC350E6D,"その他","tablecharge",600,1,"リピーター"
RB0120260518221100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5AC9DABD9F7F468AB4BA83D3FC350E6D,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260518221100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5AC9DABD9F7F468AB4BA83D3FC350E6D,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260518221100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5AC9DABD9F7F468AB4BA83D3FC350E6D,"BAR SNACKS ","オリーブ",700,1,
RB0120260518232344000,2026/05/19,00:13:01,6700,6700,609,0,6700,609,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,00:49:16,"E","橋本",B620D71AC888478A9D7B5CF639354020,"その他","tablecharge",600,2,"一般"
RB0120260518232344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B620D71AC888478A9D7B5CF639354020,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,3,
RB0120260518232344000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B620D71AC888478A9D7B5CF639354020,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260519182343000,2026/05/19,19:42:45,10300,10300,936,0,10300,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,01:19:02,"5","橋本",DA9ADDD2BCDE437A8B163A323559BC1F,"その他","tablecharge",600,1,"リピーター"
RB0120260519182343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA9ADDD2BCDE437A8B163A323559BC1F,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,3,
RB0120260519182343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA9ADDD2BCDE437A8B163A323559BC1F,"ビール","ハートランド",1000,1,
RB0120260519182343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA9ADDD2BCDE437A8B163A323559BC1F,"ウイスキー","ラフロイグ10年",1700,1,
RB0120260519182343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA9ADDD2BCDE437A8B163A323559BC1F,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260519182343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA9ADDD2BCDE437A8B163A323559BC1F,"BAR SNACKS ","オリーブ",700,1,
RB0120260519182343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA9ADDD2BCDE437A8B163A323559BC1F,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260519202036000,2026/05/19,20:34:29,3500,3500,318,0,3500,318,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,00:13:53,"8","大泉",DDEB1DEF14FB4FBCAD28536B0DE26EDC,"その他","tablecharge",600,1,""
RB0120260519202036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDEB1DEF14FB4FBCAD28536B0DE26EDC,"ジャパニーズウイスキー","宮城峡",1600,1,
RB0120260519202036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDEB1DEF14FB4FBCAD28536B0DE26EDC,"ジャパニーズウイスキー","ニッカ　セッション",1300,1,
RB0120260519195127000,2026/05/19,21:31:42,6570,7300,597,0,6570,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-730,0,-730,2,7,01:40:15,"5","大泉",6006E92F1913401B802C4A59E689F596,"未設定","No charge",0,2,"CLPインターン"
RB0120260519195127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006E92F1913401B802C4A59E689F596,"カクテル","クラシックカクテル",1600,1,
RB0120260519195127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006E92F1913401B802C4A59E689F596,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260519195127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006E92F1913401B802C4A59E689F596,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260519195127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006E92F1913401B802C4A59E689F596,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260519195127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006E92F1913401B802C4A59E689F596,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260519192419000,2026/05/19,21:47:34,28000,28000,2545,0,28000,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,02:23:15,"B, C","大泉",F6E6056AA4D849F9A93B9119DEE13AD5,"その他","tablecharge",600,5,""
RB0120260519192419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F6E6056AA4D849F9A93B9119DEE13AD5,"コース&セット","5000円飲み放題付（2時間制）",5000,5,
RB0120260519211020000,2026/05/19,21:49:50,2200,2200,200,0,2200,200,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,00:39:30,"A","大泉",601CC49E08DE4FF2AEA364B49A1AF6F0,"その他","tablecharge",600,1,""
RB0120260519211020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601CC49E08DE4FF2AEA364B49A1AF6F0,"ウイスキー","カリラ12年",1600,1,
RB0120260519210824000,2026/05/19,22:34:31,8010,8900,728,0,8010,728,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,-890,0,-890,1,8,01:26:06,"8","大泉",A9DC53949B2D4AECB1AF833BF566C59D,"未設定","No charge",0,1,"CLP社員"
RB0120260519210824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9DC53949B2D4AECB1AF833BF566C59D,"黒板メニュー","黒板メニュー　パスタ",1800,1,
RB0120260519210824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9DC53949B2D4AECB1AF833BF566C59D,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,2,
RB0120260519210824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9DC53949B2D4AECB1AF833BF566C59D,"ビール","ガージェリー",1300,1,
RB0120260519210824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9DC53949B2D4AECB1AF833BF566C59D,"ソフトドリンク","コーラ",800,1,
RB0120260519210824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9DC53949B2D4AECB1AF833BF566C59D,"COLD APPETIZERS","マッシュルームサラダとコールドカット",1300,1,
RB0120260519210824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9DC53949B2D4AECB1AF833BF566C59D,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260519203809000,2026/05/19,22:48:21,16000,16000,1454,0,16000,1454,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,02:10:12,"D","大泉",AC00398746AA48BE8D744A01DF7DACE0,"その他","tablecharge",600,3,"新規"
RB0120260519203809000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC00398746AA48BE8D744A01DF7DACE0,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,6,
RB0120260519203809000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC00398746AA48BE8D744A01DF7DACE0,"ウイスキー","ロイヤルブラックラ 12年",1800,1,
RB0120260519203809000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC00398746AA48BE8D744A01DF7DACE0,"ウイスキー","スプリングバンク 10年",1800,1,
RB0120260519203809000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC00398746AA48BE8D744A01DF7DACE0,"BAR SNACKS ","オリーブ",700,1,
RB0120260519203809000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC00398746AA48BE8D744A01DF7DACE0,"COLD APPETIZERS","マッシュルームサラダとコールドカット",1300,1,
RB0120260519203809000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC00398746AA48BE8D744A01DF7DACE0,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260519215102000,2026/05/19,23:20:09,6500,6500,590,0,6500,590,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,01:29:07,"E","大泉",444BBBD1DB794674AB011F1504F269A6,"その他","tablecharge",600,2,"一般"
RB0120260519215102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444BBBD1DB794674AB011F1504F269A6,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260519215102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444BBBD1DB794674AB011F1504F269A6,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1,
RB0120260519215102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444BBBD1DB794674AB011F1504F269A6,"BAR SNACKS ","オリーブ",700,1,
RB0120260519215102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444BBBD1DB794674AB011F1504F269A6,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260519230510000,2026/05/19,23:42:06,13400,13400,1218,0,13400,1218,0,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,00:36:56,"D","大泉",96905AD9AFBB42359E190FE9ADF36168,"その他","tablecharge",600,6,""
RB0120260519230510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96905AD9AFBB42359E190FE9ADF36168,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260519230510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96905AD9AFBB42359E190FE9ADF36168,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,2,
RB0120260519230510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96905AD9AFBB42359E190FE9ADF36168,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260519230510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96905AD9AFBB42359E190FE9ADF36168,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260519230510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96905AD9AFBB42359E190FE9ADF36168,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260519222845000,2026/05/20,00:37:34,11200,11200,1018,0,11200,1018,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,02:08:49,"C","大泉",10D9B6D4E76B4D64A97D6A51AC4A2256,"その他","tablecharge",600,3,"海外"
RB0120260519222845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10D9B6D4E76B4D64A97D6A51AC4A2256,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260519222845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10D9B6D4E76B4D64A97D6A51AC4A2256,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260519222845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10D9B6D4E76B4D64A97D6A51AC4A2256,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260519222845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10D9B6D4E76B4D64A97D6A51AC4A2256,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,2,
RB0120260519222845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10D9B6D4E76B4D64A97D6A51AC4A2256,"JAPANESE COCKTAIL","シルキー麹サワー",1900,1,
RB0120260520004313000,2026/05/20,01:32:31,3200,3200,290,0,3200,290,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,00:49:18,"6","大泉",147E953DF74245999F2965FDC2125737,"未設定","No charge",0,1,"朝日さん"
RB0120260520004313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147E953DF74245999F2965FDC2125737,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260520004313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147E953DF74245999F2965FDC2125737,"ビール","ハートランド",1000,2,
RB0120260519224442000,2026/05/20,02:33:10,613700,595700,55790,0,613700,55790,0,0,0,0,0,0,0,0,0,0,0,0,613700,0,0,0,0,0,8,51,03:48:28,"1","大泉",0AC6F8BC46EA43EAB36B17569C260637,"未設定","No charge",0,11,""
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","ボトルワイン",20000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"その他","フード",2000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"その他","フード",1200,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ボトル購入","仕入れボトル購入代金",180000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"カクテル","クラシックカクテル",1800,6,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,4,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","バロナーク",20000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","シャトー・クレール・ミロン",45000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","アルマヴィーヴァ",65000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","オーパス・ワン",180000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","バロン・ド・ロスチャイルド・ブリュット",20000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ソフトドリンク","ウーロン茶",800,2,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ソフトドリンク","ジンジャーエール",800,4,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ソフトドリンク","コーラ",800,4,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","大沢ワイン",11000,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"ワイン","大沢ワイン",8000,2,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"COLD APPETIZERS","牛肉と季節のフルーツのカルパッチョ",1500,2,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"HOT APPETIZERS","マティポテ",1300,2,
RB0120260519224442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0AC6F8BC46EA43EAB36B17569C260637,"MAIN DISHES","ボロネーゼラザニア",2100,1,
RB0120260520023444000,2026/05/20,02:36:35,27990,31100,2544,0,27990,2544,0,0,0,0,0,0,0,0,0,0,0,0,27990,0,0,-3110,0,-3110,0,9,00:01:51,"2","大泉",A1A5C7608BD34DB48FF61EF5B8EFFD7D,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,""
RB0120260520023444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1A5C7608BD34DB48FF61EF5B8EFFD7D,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260520023444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1A5C7608BD34DB48FF61EF5B8EFFD7D,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260520023444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1A5C7608BD34DB48FF61EF5B8EFFD7D,"ウイスキー","ロイヤルブラックラ 25年（ハーフ）",4400,6,
RB0120260521175939000,2026/05/21,20:49:57,10600,10600,963,0,10600,963,0,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,02:50:18,"4, 5","両角",9B2CD12D7E5346489D6445E29E49C533,"その他","tablecharge",600,2,"両角友人"
RB0120260521175939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B2CD12D7E5346489D6445E29E49C533,"ジャパニーズウイスキー","宮城峡",1600,1,
RB0120260521175939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B2CD12D7E5346489D6445E29E49C533,"ジャパニーズウイスキー","余市",1800,1,
RB0120260521175939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B2CD12D7E5346489D6445E29E49C533,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260521175939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B2CD12D7E5346489D6445E29E49C533,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260521175939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9B2CD12D7E5346489D6445E29E49C533,"FRUITS COCKTAIL","トロピカルヴェール",1500,2,
RB0120260521205855000,2026/05/21,21:56:02,8100,8100,736,0,8100,736,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,00:57:07,"4","両角",D1F9DFA0EF8E4DDFB2B143081036B583,"未設定","No charge",0,1,""
RB0120260521205855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1F9DFA0EF8E4DDFB2B143081036B583,"その他","ドリンク",1300,1,
RB0120260521205855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1F9DFA0EF8E4DDFB2B143081036B583,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260521205855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1F9DFA0EF8E4DDFB2B143081036B583,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260521205855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1F9DFA0EF8E4DDFB2B143081036B583,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260521205855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1F9DFA0EF8E4DDFB2B143081036B583,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260521210540000,2026/05/21,22:13:16,14100,14100,1281,0,14100,1281,15000,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,3,13,01:07:36,"D","両角",31F759A018764DF6ADC91A784439D78F,"その他","tablecharge",600,3,"２日前利用(雰囲気良くて再利用)"
RB0120260521210540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31F759A018764DF6ADC91A784439D78F,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,4,
RB0120260521210540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31F759A018764DF6ADC91A784439D78F,"ワイン（グラス）","デバルド・ビアンコ",1200,4,
RB0120260521210540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31F759A018764DF6ADC91A784439D78F,"HOT APPETIZERS","にんじんのソテー",1300,1,
RB0120260521210540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31F759A018764DF6ADC91A784439D78F,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260521203439000,2026/05/21,22:21:12,17900,17900,1627,0,17900,1627,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,01:46:33,"B, C","橋本",F1ECD6C4534A4C6688B4E5A2A877C95C,"その他","tablecharge",600,6,"海外"
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"ソフトドリンク","コーラ",800,1,
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"ソフトドリンク","グレープフルーツジュース",800,1,
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"JAPANESE COCKTAIL","撫子ネグローニ",1900,2,
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"JAPANESE COCKTAIL","ゆずマティーニ",1900,2,
RB0120260521203439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F1ECD6C4534A4C6688B4E5A2A877C95C,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260521195114000,2026/05/21,23:03:56,11800,11800,1072,0,11800,1072,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,03:12:42,"A","橋本",94558482D7FE469592CD53942694466D,"その他","tablecharge",600,2,""
RB0120260521195114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94558482D7FE469592CD53942694466D,"ワイン（グラス）","パナメラ・シャルドネ",1600,2,
RB0120260521195114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94558482D7FE469592CD53942694466D,"ドリンク","梅酒",1200,1,
RB0120260521195114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94558482D7FE469592CD53942694466D,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260521195114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94558482D7FE469592CD53942694466D,"COLD APPETIZERS","ケールとベリーのサラダ",1300,1,
RB0120260521195114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94558482D7FE469592CD53942694466D,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260521195114000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94558482D7FE469592CD53942694466D,"MAIN DISHES","ボロネーゼラザニア",2100,1,
RB0120260521222824000,2026/05/21,23:14:06,5000,5000,454,0,5000,454,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,00:45:42,"4","橋本",94ADE3FE27AD4DBBBE528A35F6BFB39F,"その他","tablecharge",600,2,""
RB0120260521222824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ADE3FE27AD4DBBBE528A35F6BFB39F,"ウイスキー","カリラ12年",1600,1,
