取引No,元取引No,取引日,取引時間,来店日,来店時間,店舗番号,店舗名,取引種別,レジ番号,レジ担当者番号,レジ担当者名,商品名,バリエーション種別1,バリエーション種別2,販売単位,商品単価,販売分量,商品数,商品合計金額,割引・割増,個別割引・割増金額,単位,個別割引・割増数,個別割引・割増合計金額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額,小計数,小計,外税額,カスタム割引・割増,端数値引,割引調整,合計,内消費税,合計（10%標準）,内消費税（10%標準）,合計（8%標準）,内消費税（8%標準）,合計（8%軽減）,内消費税（8%軽減）,合計（非課税）,クレジットカード(Airペイ タッチ),クレジットカード(Airペイ),現金,iD(Airペイ),交通系電子マネー(Airペイ),UnionPay 銀聯(Airペイ),ポイント(ホットペッパーグルメ),QUICPay(Airペイ),QR決済(Airペイ QR),スマート支払い(ホットペッパーグルメ),QR決済(Airペイ),クレジットカード(オンライン決済),クレジットカード(モバイルオーダー 店外版),ポイント(Airペイ ポイント),クレジットカード/電子マネー(Square),Pontaポイント/リクルートポイント,Apple Pay(Airペイ),お預り金額,おつり金額
HD0020250207185700731,,2025/02/07,21:25:44,2025/02/07,18:56:38,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,カシスオレンジ,,,0,,1,0,,0,-,0,0,,0,0,0,0,28,25000,0,0,0,0,25000,2272,25000,2272,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0
HD0020250207185700731,,2025/02/07,21:25:44,2025/02/07,18:56:38,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ウーロン茶,,,0,,1,0,,0,-,0,0,,0,0,0,0,28,25000,0,0,0,0,25000,2272,25000,2272,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,男性,,,300,,4,1200,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ドライゼロ,,,,450,,3,1350,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ジンジャーエール【瓶】,,,,400,,2,800,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,茄子の揚げ浸し,,,,580,,1,580,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,わさびと食べる紅生姜のだし巻き,,,,580,,1,580,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,うずら肉巻き串,,,,220,,3,660,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,黒チーズ,,,,280,,5,1400,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,2,560,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,紅生姜巻き,,,,280,,2,560,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,豚しそ巻き,,,,220,,2,440,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,たたききゅうり,,,,450,,1,450,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ニラのおひたし,,,,480,,1,480,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,きつね納豆,,,,480,,1,480,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,大粒カキフライ,,,,580,,2,1160,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,鶏唐揚げ,,,,680,,2,1360,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,軟骨唐揚げ,,,,580,,1,580,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,えびしそチーズおろしポン酢,,,,300,,3,900,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,揚げのりチーズ,,,,300,,2,600,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,イモフライ,,,,380,,1,380,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,サワラ,,,,580,,1,580,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,きつねピザ,,,,480,,1,480,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ウーロン茶,,,,300,,4,1200,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,緑茶,,,,300,,1,300,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,グレフル【100%】,,,,400,,1,400,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,つくね,,,,280,,4,1120,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,節ポテト,,,,580,,1,580,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207193022307,,2025/02/07,21:27:15,2025/02/07,19:18:15,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,コーラ【瓶】,,,,400,,6,2400,,0,-,0,0,,0,0,0,0,58,21580,2158,0,0,0,23738,2158,23738,2158,0,0,0,0,0,0,0,0,0,0,0,0,23738,0,0,0,0,0,0,0,0,0,23738,0
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,生ビール,,,,500,,16,8000,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,男性,,,300,,3,900,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,わさびと食べる紅生姜のだし巻き,,,,580,,1,580,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,のりチーズ,,,,280,,3,840,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,3,840,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ベーコン,,,,280,,3,840,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,つくね,,,,280,,3,840,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,紅生姜巻き,,,,280,,3,840,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,かめやハイボール,かめやハイボール,,,500,,2,1000,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,飛露喜【無濾過】,,,,1500,,2,3000,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207183020748,,2025/02/07,21:28:51,2025/02/07,18:29:12,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,田酒,,,,1100,,2,2200,,0,-,0,0,,0,0,0,0,41,19880,1988,0,0,0,21868,1988,21868,1988,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8132
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,こだわり酒場のレモンサワー,通常,,,500,,4,2000,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,角ハイボール,角ハイボール,,,550,,2,1100,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,グレープフルーツサワー,,,,500,,1,500,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,オレンジ【100%】,,,,400,,2,800,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ジャスミン茶,,,,350,,1,350,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,男性,,,300,,6,1800,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,枝豆,,,,380,,3,1140,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,節ポテト,,,,580,,1,580,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,イカの一夜干し,,,,780,,2,1560,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,6,1680,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,たこわさ,,,,450,,1,450,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,豚豚串,,,,280,,3,840,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,えのき肉巻き,,,,280,,5,1400,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,のりチーズ,,,,280,,1,280,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,つくね,,,,280,,1,280,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,うずら肉巻き串,,,,220,,4,880,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207204958034,,2025/02/07,21:53:33,2025/02/07,20:45:17,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,豚しそ巻き,,,,220,,2,440,,0,-,0,0,,0,0,0,0,45,16080,1608,0,0,0,17688,1608,17688,1608,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,312
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,漬物盛り合わせ,,,,580,,2,1160,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,いぶりがっこ,,,,580,,2,1160,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,ピリ辛メンマ,,,,400,,2,800,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,お通し,男性,,,300,,12,3600,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,飲み放題,飲み放題2H,,,2000,,11,22000,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ハイボール,,,0,,3,0,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,レモンサワー,,,0,,21,0,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク,生ビール,,,0,,3,0,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,フリードリンク2,ウーロン茶,,,0,,3,0,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,のりチーズ,,,,280,,2,560,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,黒チーズ,,,,280,,2,560,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
HD0020250207210406333,,2025/02/07,22:17:42,2025/02/07,20:59:46,AKR4846942161,串焼きかめや宇都宮駅前店,会計,0001,0003,生田目優衣,アスパラ肉巻き,,,,280,,2,560,,0,-,0,0,,0,0,0,0,92,39570,3957,0,0,0,43527,3957,43527,3957,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1473
