2025/10/19 10:36 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.伝票番号","H.集計対象営業年月日","H.伝票処理日","H.曜日","H.客数（合計）","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品","D.価格","D.数量"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000000048:オレンジジュース","550","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","フード","00000000227:らっきょう","440","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000000012:スーパードライ 瓶","900","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000000012:スーパードライ 瓶","900","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000003230:自家製レモンサワー","900","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000003471:ジャックダニエル","800","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000003471:ジャックダニエル","800","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000000012:スーパードライ 瓶","900","1"
"No:202500100002829","2025/08/06","2025/08/06 20:35:15","水","5","54230","29","ドリンク","00000003230:自家製レモンサワー","900","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000003484:お通し","660","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000003484:お通し","660","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","ドリンク","00000001165:ジンジャーエール","550","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","ドリンク","00000001164:ジャスミン茶","550","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000000052:うなぎ白焼き","6000","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000002558:肝焼き","600","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000002558:肝焼き","600","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000003593:鰻ヒレ串","330","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000003593:鰻ヒレ串","330","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","ドリンク","00000000045:ウーロン茶","550","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000000300:きゅうりのお新香","500","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","フード","00000003527:ふぐ白子天ぷら","3300","1"
"No:202500100002830","2025/08/06","2025/08/06 20:58:41","水","2","17130","15","ドリンク","00000000018:六ソーダ檸檬","900","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","コース","00000000186:麻布しきコース","8800","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","ドリンク","00000001165:ジンジャーエール","550","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002831","2025/08/06","2025/08/06 20:55:51","水","3","29740","8","ドリンク","00000000046:緑茶","550","1"
"No:202500100002832","2025/08/06","2025/08/06 20:52:25","水","0","0","0","","","0","1"
"No:202500100002833","2025/08/07","2025/08/07 11:59:15","木","1","600","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002834","2025/08/07","2025/08/07 11:59:57","木","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002835","2025/08/07","2025/08/07 12:10:45","木","3","3600","3","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002835","2025/08/07","2025/08/07 12:10:45","木","3","3600","3","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100002835","2025/08/07","2025/08/07 12:10:45","木","3","3600","3","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002836","2025/08/07","2025/08/07 12:33:48","木","2","8800","2","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002836","2025/08/07","2025/08/07 12:33:48","木","2","8800","2","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002837","2025/08/07","2025/08/07 12:25:08","木","2","8800","2","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002837","2025/08/07","2025/08/07 12:25:08","木","2","8800","2","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002838","2025/08/07","2025/08/07 14:19:33","木","0","10900","3","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002838","2025/08/07","2025/08/07 14:19:33","木","0","10900","3","テイクアウト","00000002626:uberうな重梅","4400","1"
"No:202500100002838","2025/08/07","2025/08/07 14:19:33","木","0","10900","3","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100002839","2025/08/07","2025/08/07 12:17:36","木","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002840","2025/08/07","2025/08/07 12:57:18","木","1","1750","2","フード","00000002646:とり天2カン","550","1"
"No:202500100002840","2025/08/07","2025/08/07 12:57:18","木","1","1750","2","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002841","2025/08/07","2025/08/07 13:13:03","木","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002842","2025/08/07","2025/08/07 13:22:00","木","2","2900","2","フード","00000001104:とり天定食","1100","1"
"No:202500100002842","2025/08/07","2025/08/07 13:22:00","木","2","2900","2","フード","00000001103:カキフライ定食","1800","1"
"No:202500100002843","2025/08/07","2025/08/07 13:43:02","木","1","1200","1","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002844","2025/08/07","2025/08/07 14:06:10","木","2","4500","3","フード","00000003105:牡蠣フライ(2個)","1100","1"
"No:202500100002844","2025/08/07","2025/08/07 14:06:10","木","2","4500","3","ランチ","00000002463:海鮮丼","1600","1"
"No:202500100002844","2025/08/07","2025/08/07 14:06:10","木","2","4500","3","フード","00000001102:お刺身定食","1800","1"
"No:202500100002845","2025/08/07","2025/08/07 17:51:21","木","1","7610","4","フード","00000003484:お通し","660","1"
"No:202500100002845","2025/08/07","2025/08/07 17:51:21","木","1","7610","4","フード","00000002558:肝焼き","600","1"
"No:202500100002845","2025/08/07","2025/08/07 17:51:21","木","1","7610","4","フード","00000002554:うな重 竹","5800","1"
"No:202500100002845","2025/08/07","2025/08/07 17:51:21","木","1","7610","4","ドリンク","00000001165:ジンジャーエール","550","1"
"No:202500100002846","2025/08/07","2025/08/07 17:39:05","木","0","9200","6","テイクアウト","00000001309:uberチキン南蛮","1600","1"
"No:202500100002846","2025/08/07","2025/08/07 17:39:05","木","0","9200","6","テイクアウト","00000001309:uberチキン南蛮","1600","1"
"No:202500100002846","2025/08/07","2025/08/07 17:39:05","木","0","9200","6","テイクアウト","00000001309:uberチキン南蛮","1600","1"
"No:202500100002846","2025/08/07","2025/08/07 17:39:05","木","0","9200","6","テイクアウト","00000001309:uberチキン南蛮","1600","1"
"No:202500100002846","2025/08/07","2025/08/07 17:39:05","木","0","9200","6","ウーバーイーツ","00000003660:uber カキフライ(2個)","1400","1"
"No:202500100002846","2025/08/07","2025/08/07 17:39:05","木","0","9200","6","ウーバーイーツ","00000003660:uber カキフライ(2個)","1400","1"
"No:202500100002847","2025/08/07","2025/08/07 19:55:43","木","0","5900","2","テイクアウト","00000002626:uberうな重梅","4400","1"
"No:202500100002847","2025/08/07","2025/08/07 19:55:43","木","0","5900","2","テイクアウト","00000001304:uber若鳥の唐揚げ","1500","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000003484:お通し","660","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000003484:お通し","660","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000002558:肝焼き","600","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000002558:肝焼き","600","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000000227:らっきょう","440","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000002555:うな重 梅","4200","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000002555:うな重 梅","4200","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000002498:枝豆","440","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","フード","00000003681:夏野菜の煮浸し","550","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","ドリンク","00000003230:自家製レモンサワー","900","1"
"No:202500100002848","2025/08/07","2025/08/07 19:17:31","木","2","15120","12","ドリンク","00000003678:若波","1100","1"
"No:202500100002849","2025/08/07","2025/08/07 19:55:56","木","0","6700","2","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002849","2025/08/07","2025/08/07 19:55:56","木","0","6700","2","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002850","2025/08/07","2025/08/07 19:56:16","木","0","5350","3","テイクアウト","00000002626:uberうな重梅","4400","1"
"No:202500100002850","2025/08/07","2025/08/07 19:56:16","木","0","5350","3","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002850","2025/08/07","2025/08/07 19:56:16","木","0","5350","3","テイクアウト","00000000552:uber肝焼き","750","1"
"No:202500100002851","2025/08/07","2025/08/07 22:09:00","木","3","0","0","ドリンク","00000001162:ボトルセット","0","0"
"No:202500100002851","2025/08/07","2025/08/07 22:09:00","木","3","0","0","ドリンク","00000001162:ボトルセット","0","0"
"No:202500100002851","2025/08/07","2025/08/07 22:09:00","木","3","0","0","フード","00000003484:お通し","0","0"
"No:202500100002851","2025/08/07","2025/08/07 22:09:00","木","3","0","0","フード","00000003484:お通し","0","0"
"No:202500100002851","2025/08/07","2025/08/07 22:09:00","木","3","0","0","フード","00000003209:フライドポテト","0","0"
"No:202500100002852","2025/08/07","2025/08/07 19:56:33","木","0","10900","2","テイクアウト","00000002626:uberうな重梅","4400","1"
"No:202500100002852","2025/08/07","2025/08/07 19:56:33","木","0","10900","2","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","フード","00000002644:海鮮パクチー春巻1本","500","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","フード","00000000711:鯵","800","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","フード","00000003484:お通し","660","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","フード","00000002555:うな重 梅","4200","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002853","2025/08/07","2025/08/07 21:40:01","木","1","9320","8","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","フード","00000003484:お通し","660","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","フード","00000003484:お通し","660","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","フード","00000002553:うな重 松","6900","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","フード","00000002555:うな重 梅","4200","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","フード","00000001077:シーザー風サラダ","1600","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002854","2025/08/07","2025/08/07 21:44:57","木","2","17100","9","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002855","2025/08/08","2025/08/08 12:16:25","金","2","3400","2","ランチ","00000002463:海鮮丼","1600","1"
"No:202500100002855","2025/08/08","2025/08/08 12:16:25","金","2","3400","2","フード","00000001735:とんかつ定食","1800","1"
"No:202500100002856","2025/08/08","2025/08/08 12:18:46","金","1","1200","1","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100002857","2025/08/08","2025/08/08 12:29:41","金","2","2300","2","フード","00000001104:とり天定食","1100","1"
"No:202500100002857","2025/08/08","2025/08/08 12:29:41","金","2","2300","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002858","2025/08/08","2025/08/08 12:29:05","金","1","1200","1","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100002859","2025/08/08","2025/08/08 12:33:16","金","3","3500","3","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002859","2025/08/08","2025/08/08 12:33:16","金","3","3500","3","フード","00000001104:とり天定食","1100","1"
"No:202500100002859","2025/08/08","2025/08/08 12:33:16","金","3","3500","3","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002859","2025/08/08","2025/08/08 12:32:35","金","3","1200","1","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100002859","2025/08/08","2025/08/08 12:33:16","金","3","2300","2","フード","00000001104:とり天定食","1100","1"
"No:202500100002859","2025/08/08","2025/08/08 12:33:16","金","3","2300","2","ランチ","00000001786:サバ定食","1200","1"
"No:202500100002860","2025/08/08","2025/08/08 13:23:44","金","2","9070","5","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002860","2025/08/08","2025/08/08 13:23:44","金","2","9070","5","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002860","2025/08/08","2025/08/08 13:23:44","金","2","9070","5","フード","00000002558:肝焼き","600","1"
"No:202500100002860","2025/08/08","2025/08/08 13:23:44","金","2","9070","5","ドリンク","00000003245:角ハイボール","0","0"
"No:202500100002860","2025/08/08","2025/08/08 13:23:44","金","2","9070","5","ドリンク","00000000150:梅干しサワー","770","1"
"No:202500100002860","2025/08/08","2025/08/08 13:23:44","金","2","9070","5","ドリンク","00000000103:ドリンクフリー1","0","1"
"No:202500100002861","2025/08/08","2025/08/08 12:57:33","金","1","2700","2","フード","00000001102:お刺身定食","1800","1"
"No:202500100002861","2025/08/08","2025/08/08 12:57:33","金","1","2700","2","ドリンク","00000000013:黒ラベル 瓶","900","1"
"No:202500100002862","2025/08/08","2025/08/08 13:02:37","金","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100002863","2025/08/08","2025/08/08 15:01:00","金","2","15050","4","コース","00000003093:ランチ麻布しきコース","7000","1"
"No:202500100002863","2025/08/08","2025/08/08 15:01:00","金","2","15050","4","コース","00000003093:ランチ麻布しきコース","7000","1"
"No:202500100002863","2025/08/08","2025/08/08 15:01:00","金","2","15050","4","ドリンク","00000003134:アップルジュース","550","1"
"No:202500100002863","2025/08/08","2025/08/08 15:01:00","金","2","15050","4","ドリンク","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ","500","1"
"No:202500100002864","2025/08/08","2025/08/08 13:57:30","金","1","4400","1","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002865","2025/08/08","2025/08/08 14:21:16","金","2","9370","4","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100002865","2025/08/08","2025/08/08 14:21:16","金","2","9370","4","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100002865","2025/08/08","2025/08/08 14:21:16","金","2","9370","4","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002865","2025/08/08","2025/08/08 14:21:16","金","2","9370","4","ドリンク","00000000019:六わさび","900","1"
"No:202500100002866","2025/08/08","2025/08/08 17:14:13","金","0","12700","2","お土産","00000002570:TO)うな重 竹","5800","1"
"No:202500100002866","2025/08/08","2025/08/08 17:14:13","金","0","12700","2","お土産","00000002569:TO)うな重 松","6900","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000003484:お通し","660","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000003484:お通し","660","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000003484:お通し","660","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000002049:ハートランド","900","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000000288:ﾊｰﾌうなぎ白焼き","3600","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000002557:う巻 上","3000","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000002558:肝焼き","600","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000002558:肝焼き","600","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000000094:ふぐから揚げ","4400","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000003682:夏野菜の煮浸し盛合せ","770","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000002049:ハートランド","900","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003678:若波","1100","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003678:若波","1100","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000000227:らっきょう","440","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000003658:ぶりの幽庵焼き","990","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003657:伯楽星","2200","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000002554:うな重 竹","5800","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000000143:肝吸い","330","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","フード","00000000104:フードフリー1","550","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003679:EMMANON 90ml","1200","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003679:EMMANON 90ml","1200","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000000112:酔鯨","1210","1"
"No:202500100002867","2025/08/08","2025/08/08 19:53:41","金","3","36440","27","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000003484:お通し","660","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000003484:お通し","660","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000003484:お通し","660","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000001072:お刺身盛合せ","2200","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000002555:うな重 梅","4200","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000002555:うな重 梅","4200","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000000192:タコの唐揚げ","1100","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","ドリンク","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ","500","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000000067:縞ホッケ焼","1400","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000000144:ライス","220","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","ドリンク","00000000048:オレンジジュース","550","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","ドリンク","00000000048:オレンジジュース","550","1"
"No:202500100002868","2025/08/08","2025/08/08 19:45:38","金","3","17400","13","フード","00000000301:白菜のお新香","500","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000003484:お通し","660","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000003484:お通し","660","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000001072:お刺身盛合せ","2200","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000000130:メヒカリの唐揚げ","1100","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000000067:縞ホッケ焼","1400","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000000664:牡蠣フライ1個","550","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000000632:男山","880","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000003676:仙禽","1320","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","ドリンク","00000003678:若波","1100","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000002555:うな重 梅","4200","1"
"No:202500100002869","2025/08/08","2025/08/08 21:25:19","金","2","21350","15","フード","00000002555:うな重 梅","4200","1"
"No:202500100002870","2025/08/08","2025/08/08 21:20:58","金","2","27630","5","コース","00000002619:鰻満喫コース","12000","1"
"No:202500100002870","2025/08/08","2025/08/08 21:20:58","金","2","27630","5","コース","00000002619:鰻満喫コース","12000","1"
"No:202500100002870","2025/08/08","2025/08/08 21:20:58","金","2","27630","5","ドリンク","00000003676:仙禽","1320","1"
"No:202500100002870","2025/08/08","2025/08/08 21:20:58","金","2","27630","5","ドリンク","00000002263:廣戸川","1210","1"
"No:202500100002870","2025/08/08","2025/08/08 21:20:58","金","2","27630","5","ドリンク","00000000629:雪の茅舎","1100","1"
"No:202500100002871","2025/08/08","2025/08/08 21:44:28","金","0","12420","2","周年割引","00000003626:祝)うな重松","6210","1"
"No:202500100002871","2025/08/08","2025/08/08 21:44:28","金","0","12420","2","周年割引","00000003626:祝)うな重松","6210","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","テイクアウト","00000003146:uberうな重松","7700","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","テイクアウト","00000003147:uberうな重梅肝焼き","4900","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","ウーバーイーツ","00000003659:Uberタレ","300","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","ウーバーイーツ","00000002511:uber大盛り","200","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","ウーバーイーツ","00000003660:uber カキフライ(2個)","1400","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","ウーバーイーツ","00000003660:uber カキフライ(2個)","1400","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","ウーバーイーツ","00000003660:uber カキフライ(2個)","1400","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","テイクアウト","00000000552:uber肝焼き","750","1"
"No:202500100002872","2025/08/08","2025/08/08 21:46:43","金","0","23300","16","テイクアウト","00000000552:uber肝焼き","750","1"
